"Country","Landscape","Eplot","latitude","longitude","survey_uuid","flag","biodiversity","Canopy","Rooted_Plants","Litter_Cover","Downed_Wood","Stone_or_Gravel","Dung","Disturbed_Soil","Undisturbed_Bare___Porous_Soil","Undisturbed_but_Sealed_Soil","Sodic_Soil","Microfloral_Crust","Termite_Mound","Herbaceous_Crown_Cover_Score","Soil_Erosion_Score","C","N","P","K","pH"
"GHA","L03","001",7.74948,-0.87099,"48b4f07d-2821-4470-8ccf-8aff988caad7","The record is duplicated in the schema; ",1.98920120055124,19.9,6.6,1.8,1.6,0,0,0,0,0,0,0,0,8,0,0.041567199,0.774122075,50.56,3445.792371,6.6794495
"GHA","L03","002",7.73974,-0.89829,"12adc40b-9396-48b4-983f-8c89906e4b85","The record is duplicated in the schema; ",1.62083523152235,33.35,6.6,2.4,1,0,0,0,0,0,0,0,0,7,0,0.0504374453333333,0.844945869333333,75.0921389,5791.000811,6.15478044433333
"GHA","L03","002",7.73974,-0.89829,"064253f3-2880-4bd6-86de-a9d61f2739a3","The record is duplicated in the schema; ",1.61090677623139,34.2,6.6,2.4,1,0,0,0,0,0,0,0,0,7,0,0.0504374453333333,0.844945869333333,75.0921389,5791.000811,6.15478044433333
"GHA","L03","003",7.67634,-0.86205,"4b001768-0375-434e-8301-a9d2bcb04334","The record is duplicated in the schema; ",1.61964341329417,13.9,6.8,2.4,0.8,0,0,0,0,0,0,0,0,7.8,0,0.031478322,0.4986470055,51.06868489,2294.304712,6.4160045
"GHA","L03","003",7.67634,-0.86205,"3eaf3e40-a12f-4a1d-95f6-25733a1952a3","The record is duplicated in the schema; ",1.63894654424758,13.9,6.8,2.4,0.8,0,0,0,0,0,0,0,0,7.8,0,0.031478322,0.4986470055,51.06868489,2294.304712,6.4160045
"GHA","L03","004",7.67262,-0.85572,"2e514ffc-fb7b-41e7-8353-d9e24cc95be6","The record is duplicated in the schema; ",1.34101579632182,14.8,7.2,1.8,1,0,0,0,0,0,0,0,0,9,0,0.0314411713333333,0.544811300666667,50.56,3373.86900366667,6.67842511133333
"GHA","L03","004",7.67262,-0.85572,"f71bb362-f2b9-43ea-8665-122092ec74b6","The record is duplicated in the schema; ",1.34432761014234,14.4,7.2,1.8,1,0,0,0,0,0,0,0,0,9,0,0.0314411713333333,0.544811300666667,50.56,3373.86900366667,6.67842511133333
"GHA","L03","005",7.75115,-0.88903,"8629c9fb-0506-49b8-bfc7-6110a3ffcbdf","The record is duplicated in the schema; ",1.32806999795286,39.35,7,1.6,1.4,0,0,0,0,0,0,0,0,9.4,0,0.0375192535,0.6734381075,50.56,2700.789431,6.784145167
"GHA","L03","005",7.75115,-0.88903,"fe67f151-e40f-4cbb-a968-b3f911bc1371","The record is duplicated in the schema; ",1.31454685241525,39.35,7,1.6,1.4,0,0,0,0,0,0,0,0,9.4,0,0.0375192535,0.6734381075,50.56,2700.789431,6.784145167
"GHA","L03","006",7.71288,-0.88756,"032ad36e-7698-483b-ae8a-f4560d2ab02e","The record is duplicated in the schema; ",0.341028412835493,3.7,7,2.4,0.6,0,0,0,0,0,0,0,0,7.6,0,0.0309462676666667,0.591799955333333,50.56,2316.61434466667,6.60371622233333
"GHA","L03","006",7.71288,-0.88756,"e5caa2ad-fbab-4545-a0ea-6c80e78ee465","The record is duplicated in the schema; ",0.371526888780131,5.8,6.8,2.6,0.6,0,0,0,0,0,0,0,0,7.6,0,0.0309462676666667,0.591799955333333,50.56,2316.61434466667,6.60371622233333
"GHA","L03","007",7.75356,-0.87797,"bb585177-2c4b-4090-b07c-66f350ea820f","The record is duplicated in the schema; ",1.34007704183784,12.45,6.2,1.8,1.8,0.2,0,0,0,0,0,0,0,7.2,0,0.042813322,0.7403671395,50.56,3618.842137,6.4516931665
"GHA","L03","007",7.75356,-0.87797,"02230e4e-1d05-4a4f-bde1-ada2009e23b8","The record is duplicated in the schema; ",1.3361683337139,12.45,6.2,1.8,1.8,0.2,0,0,0,0,0,0,0,7.2,0,0.042813322,0.7403671395,50.56,3618.842137,6.4516931665
"GHA","L03","008",7.7441,-0.90225,"656a8dc1-8a3d-4a33-b61c-439caa57b20c","The record is duplicated in the schema; ",1.07875246649982,32,7,1.8,1.2,0,0,0,0,0,0,0,0,8.2,0,0.035305918,0.60972224275,50.821078,4017.39059625,5.95329033325
"GHA","L03","008",7.7441,-0.90225,"2dd1b13e-1e8e-4f71-a922-3de2e063c472","The record is duplicated in the schema; ",1.0204544463422,32,7,1.8,1.2,0,0,0,0,0,0,0,0,8.2,0,0.035305918,0.60972224275,50.821078,4017.39059625,5.95329033325
"GHA","L03","009",7.73897,-0.89282,"21cde8a2-cced-429a-877a-1ed0dd2f158b","The record is duplicated in the schema; ",1.04366011141821,15.85,7.2,2.2,0.6,0,0,0,0,0,0,0,0,8.4,0,0.034620721,0.5839361435,51.082156,4141.975375,6.5003066665
"GHA","L03","009",7.73897,-0.89282,"eadffea2-3e8f-46ba-b9e1-1fd4b1b609f3","The record is duplicated in the schema; ",1.05174578445855,15.85,7.2,2.2,0.6,0,0,0,0,0,0,0,0,8.4,0,0.034620721,0.5839361435,51.082156,4141.975375,6.5003066665
"GHA","L03","010",7.71266,-0.9195,"9774f945-9c6a-4a49-9da1-9f8738ddbb31","The record is duplicated in the schema; ",0.870255192496185,11,5.4,3.8,0.8,0,0,0,0,0,0,0,0,5.8,0,0.03278208975,0.569157363,51.082156,3987.132245,5.98504299975
"GHA","L03","010",7.71266,-0.9195,"4b790b20-af1b-4e8b-8b12-ad619986d614","The record is duplicated in the schema; GPS SWpoint not within landscape boundary; ",0.819510563212896,11,5.4,3.8,0.8,0,0,0,0,0,0,0,0,5.8,0,0.03278208975,0.569157363,51.082156,3987.132245,5.98504299975
"GHA","L04","001",6.56685,-1.48138,"2a753d8b-b6c7-4c93-9223-6fccf2c78c84","The record is duplicated in the schema; ",1.16150310024241,46.8,4.6,2.4,3,0,0,0,0,0,0,0,0,6.6,0,0.04007165275,0.56954475425,50.6363027325,6943.38224775,6.2020776665
"GHA","L04","001",6.56685,-1.48138,"5a63870f-1a1b-4060-aa54-b659ae44c94d","The record is duplicated in the schema; ",1.1595584657147,46.8,5,2.4,2.6,0,0,0,0,0,0,0,0,7.4,0,0.04007165275,0.56954475425,50.6363027325,6943.38224775,6.2020776665
"GHA","L04","002",6.53012,-1.51642,"b5538405-3e33-4df5-a64d-a21d06be341b","The record is duplicated in the schema; ",1.48213408638028,58.75,4,1.6,3.6,0.8,0,0,0,0,0,0,0,6,0,0.0932605015,1.1879468745,51.5111875,36471.95226,6.5979218335
"GHA","L04","002",6.53012,-1.51642,"9a9d2a30-f624-4743-b391-8f48fb37521c","The record is duplicated in the schema; ",1.50116645681378,58.75,4,1.6,3.6,0.8,0,0,0,0,0,0,0,6,0,0.0932605015,1.1879468745,51.5111875,36471.95226,6.5979218335
"GHA","L04","003",6.54592,-1.47658,"cacfe810-c168-4096-9646-681c5b0698ab","The record is duplicated in the schema; ",1.23426786607908,33.3,3.8,2.2,1.4,2.2,0,0,0,0,0,0,0.4,7,0,0.061308177,0.893557334,50.56,17370.9429525,5.46510841675
"GHA","L04","003",6.54592,-1.47658,"c5675c10-dc5b-4228-a13e-0d85b932871f","The record is duplicated in the schema; ",1.23426786607908,33.3,4.2,2.2,1.4,2.2,0,0,0,0,0,0,0,7,0,0.061308177,0.893557334,50.56,17370.9429525,5.46510841675
"GHA","L04","004",6.57386,-1.47271,"e984b348-8647-4d51-9817-7a152979089c","The record is duplicated in the schema; ",0.425848449238581,25.5,4.4,3.2,2,0.4,0,0,0,0,0,0,0,6.2,0,0.047663755,0.69659750475,50.5680318675,5797.8025445,5.7902246665
"GHA","L04","004",6.57386,-1.47271,"613eba3a-1d28-4999-a0be-e96c92f00801","The record is duplicated in the schema; ",0.409458618695089,25.5,4.4,3.2,2,0.4,0,0,0,0,0,0,0,6.2,0,0.047663755,0.69659750475,50.5680318675,5797.8025445,5.7902246665
"GHA","L04","005",6.57026,-1.52971,"40f1809f-cf83-4532-abae-94a81e3d7398","The record is duplicated in the schema; ",0.274486283501738,20,4.6,1.8,1.8,1.4,0,0.4,0,0,0,0,0,6.6,0.6,0.036394206,0.4875967635,50.8518244875,7513.553986,6.39783508325
"GHA","L04","005",6.57026,-1.52971,"31996f42-c283-44e5-b4c3-1268d065ebae","The record is duplicated in the schema; ",0.262009634251659,20,4.6,1.8,1.8,1.4,0,0.4,0,0,0,0,0,6.6,0.6,0.036394206,0.4875967635,50.8518244875,7513.553986,6.39783508325
"GHA","L04","006",6.51715,-1.51202,"54a6c103-7238-4936-a560-92210e1ccc17","The record is duplicated in the schema; ",0.576691551990107,18.9,5,2.8,1,1.2,0,0,0,0,0,0,0,3.6,0,0.0773018163333333,1.09279651466667,50.56,4622.87899766667,6.14747566666667
"GHA","L04","006",6.51715,-1.51202,"09c3b412-edcd-4fef-a944-affcfcbef929","The record is duplicated in the schema; ",0.538700131874722,19.2,5,2.8,1,1.2,0,0,0,0,0,0,0,5.6,0,0.0773018163333333,1.09279651466667,50.56,4622.87899766667,6.14747566666667
"GHA","L04","007",6.58502,-1.53344,"d46c93aa-a12b-44bc-832b-d6e89527d22e","The record is duplicated in the schema; ",1.00632538347505,51.6,2.8,4,3.2,0,0,0,0,0,0,0,0,3.4,0,0.04105401875,0.5816220565,50.56,21360.99102225,5.83686525
"GHA","L04","007",6.58502,-1.53344,"1ade14e9-af8e-4c18-a136-7cc401ca9547","The record is duplicated in the schema; ",0.995719711762094,51.6,2.8,4,3.2,0,0,0,0,0,0,0,0,3.4,0,0.04105401875,0.5816220565,50.56,21360.99102225,5.83686525
"GHA","L04","008",6.54172,-1.49804,"805dbad4-415c-4f52-8747-6068ed167f95","",0.700055726563537,15.6,4.8,2.6,2.6,0,0,0,0,0,0,0,0,5,0,0.046848871,0.64593458025,50.56,17027.302756,6.42403700025
"GHA","L04","009",6.57957,-1.53265,"4741f8a1-fe39-4714-8e63-93cf7817b162","The record is duplicated in the schema; ",1.66890615467414,20.6,3.6,3,3,0.4,0,0,0,0,0,0,0,5.2,0,0.0490663365,0.60023179575,50.6148844225,5582.543651,5.70297799975
"GHA","L04","009",6.57957,-1.53265,"6c9b987f-ae85-40d9-b26b-ca98660c78ff","The record is duplicated in the schema; ",1.64632150805103,20.5,3.6,3,3,0.4,0,0,0,0,0,0,0,5.2,0,0.0490663365,0.60023179575,50.6148844225,5582.543651,5.70297799975
"GHA","L04","010",6.5186,-1.45086,"d227d7f9-05d9-41b5-870b-8a57f605177c","The record is duplicated in the schema; ",2.65258753472015,68.5,4.8,2.2,3,0,0,0,0,0,0,0,0,6.8,0,0.0584048895,0.7574642805,89.76239575,14738.05612,5.17311125
"GHA","L04","010",6.5186,-1.45086,"f97d57e4-4b72-445d-8e66-0baa1b021251","The record is duplicated in the schema; ",2.65258753472015,66.7,4.8,2.2,3,0,0,0,0,0,0,0,0,6.8,0,0.0584048895,0.7574642805,89.76239575,14738.05612,5.17311125
"GHA","L04","011",6.54172,-1.49804,"aa99e237-3028-41ec-b017-67270821bafa","",0.697509669890358,15.6,4.8,2.6,2.6,0,0,0,0,0,0,0,0,5,0,NA,NA,NA,NA,NA
"GHA","L05","003",5.06259,-2.60215,"7afa9fcc-9ee6-40db-97ca-e506f9b5754e","",0.644458044777196,36.9,6.8,1.6,1.4,0,0,0.2,0,0,0,0,0,6,0,0.05281943375,0.84852256425,50.56,1747.24855625,4.72847725
"GHA","L05","004",5.09401,-2.53732,"a231af76-6b51-4445-87f9-9c9c22202d7d","",0,42.45,6.4,1.4,1.8,0,0,0,0,0,0,0,0.4,6,0,0.056312131,0.8232764495,50.56,2632.49614425,5.0634688335
"GHA","L05","005",5.10917,-2.56253,"9de1df2f-0133-49b5-acba-4f6319ee4180","",1.2381527400788,62.4,5,3,1.6,0,0,0,0,0,0,0,0.4,5.8,0,0.05617656275,0.83941029875,50.56,2099.557516,5.0188355835
"GHA","L05","006",5.08486,-2.57724,"f93baad5-b5bc-4026-9110-29ede1facac8","",0.715507889290154,45.1,6.4,2.4,1.2,0,0,0,0,0,0,0,0,6,0,0.05804906675,0.85625399675,51.4615770325,11231.23951775,4.9986459165
"GHA","L05","007",5.10222,-2.61557,"d01789ba-7052-4530-8ac9-643c57319c20","",1.58569082412626,57.5,6.4,2.2,1.4,0,0,0,0,0,0,0,0,7.2,0,0.031801868,0.478635349,50.56,4604.65381566667,5.516529111
"GHA","L05","008",5.11026,-2.5594,"2e44be0a-ae00-4754-9a3b-cccc1ce7a7b8","",0.155264968445428,52.65,5.8,2.2,1.6,0.2,0,0,0,0,0,0,0.2,5.4,0,0.049401202,0.77677207225,50.56,1833.97717175,5.24743275
"GHA","L05","009",5.09252,-2.62294,"5e8ae717-d2a1-4a95-b3de-9c49c4a1839d","GPS NWpoint not within landscape boundary; GPS SWpoint not within landscape boundary; ",2.52086690884447,62.6,6.2,2.2,1.6,0,0,0,0,0,0,0,0,6.8,0,0.04574753525,0.692151533,50.5800796675,2158.98022875,5.15390275
"GHA","L05","011",5.08362,-2.56011,"02bc7faf-4b4b-454e-be72-44619b6397c8","",0,26.55,4.6,1.8,0.4,0,0,0,1.6,1.6,0,0,0,5,0.2,0.0604738565,0.90964614,50.56,1708.799251,5.35728791675
"GHA","L05","014",5.08764,-2.58162,"4e2e503c-15cd-4081-a460-ff7c919ef07a","",0.81636689808556,45.25,5.8,2.2,1.6,0,0,0,0,0,0,0,0.4,6.2,0,0.0577452465,0.8447149955,50.6760445,6645.012321,5.26616683325
"GHA","L06","001",5.70362,-0.53914,"e1806df2-2d93-47be-871f-9aa68bffa10f","",0.476885260225242,4.9,3.4,2.8,0.6,0.2,0,3,0,0,0,0,0,2.6,0.8,0.03067752175,0.3516867945,50.5800796675,42881.379335,6.52678325
"GHA","L06","002",5.71197,-0.54259,"67e9dbee-60be-4d2e-b439-0cd0ef2ce475","",0,0,2.2,3.6,1,1,0,2.2,0,0,0,0,0,2,0.6,0.092297602,1.244047921,114.140726565,18653.264745,7.0797585
"GHA","L06","003",5.7149,-0.52871,"7b00ce7b-37d5-4007-bc4b-584ed99f9354","",0,0,3.2,2.8,1,1.4,0,1.6,0,0,0,0,0,4.2,0.2,0.05120709225,0.655818141,51.2612891175,30363.186265,6.4504161665
"GHA","L06","004",5.7229,-0.51925,"0e2d09c3-35a8-4710-9f42-a9f94ae78698","",0,0,1.8,3.4,0.8,0.6,0,3.4,0,0,0,0,0,2.6,1.2,0.038761929,0.39504517525,50.5720478,57090.37265,6.8115420835
"GHA","L06","005",5.73147,-0.50696,"1c519079-68ee-44d2-9e8e-244d20a9f6b8","",0.101199488361752,17.55,1.8,3.4,1.8,0.8,0,1.6,0,0,0,0.6,0,1.6,0.8,0.03555005875,0.41585256075,50.56,39349.4386475,6.83604791675
"GHA","L06","006",5.73668,-0.51898,"0e49dfaa-df22-4cde-a0fa-391adec5b27b","",NA,0,2.4,1.6,1.2,1.6,0,3.2,0,0,0,0,0,2.6,1.4,0.03157535725,0.3425889925,50.56,44181.3554625,6.7752695
"GHA","L06","007",5.75105,-0.48923,"d2e6a58b-aaba-4621-9463-2f90feceff26","",0.742192137982526,0.9,3.4,2.2,2.2,0.2,0,1.6,0,0,0,0,0.4,4.4,0.6,0.0435185113333333,0.549887999666667,50.56,40411.4727266667,6.68019088866667
"GHA","L06","011",5.73387,-0.53594,"5fe0d117-2dcb-43c5-a4a3-8128dc88e8c2","The record is duplicated in the schema; ",0,5.95,7,1.8,1.2,0,0,0,0,0,0,0,0,7,0,0.045329587,0.48009115225,50.5881115325,40623.56836,6.7168950835
"GHA","L06","011",5.73387,-0.53594,"5a11e783-6fe0-4fc9-bed4-524be56b23da","The record is duplicated in the schema; ",0,5.95,7,1.8,1.2,0,0,0,0,0,0,0,0,7.4,0,0.045329587,0.48009115225,50.5881115325,40623.56836,6.7168950835
"GHA","L06","012",5.69975,-0.47143,"0b0e574d-cb51-45ec-8a8d-9ff23b627025","The record is duplicated in the schema; ",NA,0,5.2,2.8,1.2,0.8,0,0,0,0,0,0,0,4.2,0,0.0641642966666667,0.809078005,50.56,37458.29488,7.04937322233333
"GHA","L06","012",5.69975,-0.47143,"17752c1e-af0e-4165-8d28-77d0bc569fad","The record is duplicated in the schema; ",NA,0,4.2,3,1.4,1.4,0,0,0,0,0,0,0,4.2,0,0.0641642966666667,0.809078005,50.56,37458.29488,7.04937322233333
"GHA","L06","016",5.75336,-0.52381,"c5d9f563-e2da-4d72-81cb-57c360c6ea19","The record is duplicated in the schema; ",0,1.65,5.6,1.4,2,1,0,0,0,0,0,0,0,9,0,0.0412336545,0.53428447925,50.56,34699.774105,6.8587370835
"GHA","L06","016",5.75336,-0.52381,"40c3a585-00f0-45f5-b8ea-78fae49ac36e","The record is duplicated in the schema; ",0,2.55,5.6,1.4,2,1,0,0,0,0,0,0,0,9,0,0.0412336545,0.53428447925,50.56,34699.774105,6.8587370835
"GHA","L06","017",5.69222,-0.50352,"67b7d62e-11cb-46b1-b6c4-13429a7a65a0","The record is duplicated in the schema; ",0,16,3.8,3.4,2,0.8,0,0,0,0,0,0,0,5.4,0,0.0354616263333333,0.417682443333333,50.56,33869.89231,6.78711777766667
"GHA","L06","017",5.69222,-0.50352,"34b8c4b3-3229-4d2f-8f4d-cf02a30dd917","The record is duplicated in the schema; ",0,16.8,3.8,3.4,2,0.8,0,0,0,0,0,0,0,5.4,0,0.0354616263333333,0.417682443333333,50.56,33869.89231,6.78711777766667
"GHA","L06","018",5.74078,-0.55441,"f4e4d5b1-52df-4d49-9171-ea0b00465bc3","The record is duplicated in the schema; ",0.642296729436214,40.65,5.6,1.4,1.4,1.6,0,0,0,0,0,0,0,5.8,0,0.0869917545,1.077774321,52.077054335,5797.2232445,6.5634355
"GHA","L06","018",5.74048,-0.55441,"6454b8e6-7edd-4989-9a15-62e5c984f4d1","The record is duplicated in the schema; ",0.625676338528565,40.65,6,1.4,1.2,1.4,0,0,0,0,0,0,0,5.8,0,0.0869917545,1.077774321,52.077054335,5797.2232445,6.5634355
"GHA","L06","019",5.69156,-0.49726,"0eba1e13-ea02-4b8e-a284-2aae332f9ec5","The record is duplicated in the schema; ",NA,0,6.6,3,0.4,0,0,0,0,0,0,0,0,8.6,0,0.03913123125,0.4213432515,50.56,33962.21996,6.76945
"GHA","L06","019",5.69147,-0.49816,"3047cc0a-5d70-424e-92e3-76a8b9140076","The record is duplicated in the schema; ",NA,0,6.6,3,0.4,0,0,0,0,0,0,0,0,8.6,0,0.03913123125,0.4213432515,50.56,33962.21996,6.76945
"RWA","000","001",-1.61229,29.50522,"d5496390-656a-4663-ab6d-e18a98aa82a4","",0.0457477139169564,0.6,3,0,0,1.2,0,5.8,0,0,0,0,0,2.8,0,NA,NA,NA,NA,NA
"RWA","000","002",-1.71722,30.73538,"55fc6da7-0c5f-48d4-8fc7-983d8bc41de1","",1.48838231663276,0,8.2,0,0,0,0.4,0,0,0,0,0,1.4,7.8,0,NA,NA,NA,NA,NA
"RWA","000","003",-2.42419,28.90342,"f69567e2-7d6b-48ff-be08-180cc460fd49","",0.592802619878639,56.05,4.4,2,1.2,0,0,2.4,0,0,0,0,0,0.8,0,NA,NA,NA,NA,NA
"RWA","000","004",-2.48877,29.22188,"6dc5f56c-2d8f-4e2e-b5f9-aa8e1f2ffa42","The record is duplicated in the schema; ""GPS NE accuracy"" is greater than 5; ""GPS SE accuracy"" is greater than 5; ""GPS NW accuracy"" is greater than 5; ""GPS SW accuracy"" is greater than 5; ",2.07182282478771,91.3,8.4,1.2,0.4,0,0,0,0,0,0,0,0,8,0,NA,NA,NA,NA,NA
"RWA","000","004",-2.48877,29.22188,"df98059a-fef7-4335-bc6e-ad28b4781d8a","The record is duplicated in the schema; ""GPS NE accuracy"" is greater than 5; ""GPS SE accuracy"" is greater than 5; ""GPS NW accuracy"" is greater than 5; ""GPS SW accuracy"" is greater than 5; ",1.45633356906363,82.65,7.6,1.6,0.8,0,0,0,0,0,0,0,0,8.6,0,NA,NA,NA,NA,NA
"RWA","000","005",-2.08626,29.32682,"7075b8c9-14b6-41e2-8df0-f9087703a0aa","",0.638437218178965,2.6,7,0,0,1.8,0,1,0,0,0,0.2,0,6.8,0.6,NA,NA,NA,NA,NA
"RWA","000","006",-1.82218,30.08693,"d155afe4-d620-4c44-8a93-6292c1cc681c","",0,1.7,9,0,0,0,0,1,0,0,0,0,0,8.4,0,NA,NA,NA,NA,NA
"RWA","000","007",-1.61316,29.65046,"de849339-56ad-40a5-b23e-16af4a3510ae","",0,20.7,5.6,0,0,0,0,4.4,0,0,0,0,0,3.8,0.6,NA,NA,NA,NA,NA
"RWA","000","008",-2.12897,30.37837,"c4f31d62-268f-4e13-91de-58472b95edb0","",0,0,4.2,0,0.2,0,0,4.6,0,0,0,0,1,2,0,NA,NA,NA,NA,NA
"RWA","000","009",-2.39856,29.50175,"39d0f310-035a-4ce8-9ac8-79f6801f6de8","The record is duplicated in the schema; ""GPS NE accuracy"" is greater than 5; ",0.773212861142716,0.65,5,0.6,0.2,2.8,0,0.4,0,0,0,1,0,5.2,1.4,NA,NA,NA,NA,NA
"RWA","000","009",-2.39856,29.50175,"4a62fb31-6bcf-4ceb-9cd7-e075cd9a95d8","The record is duplicated in the schema; ",0.597975856381391,0,5.6,0,0,3.4,0,1,0,0,0,0,0,5.2,0.8,NA,NA,NA,NA,NA
"RWA","000","010",-1.42514,29.65695,"354c4af5-04f9-4078-a869-9cf21ad848c5","",0.0110903548889591,0,5.4,0,0,0,0,4.6,0,0,0,0,0,5,0,NA,NA,NA,NA,NA
"RWA","000","011",-2.23397,30.41192,"34b718b7-168a-4805-b15f-6c2fd53ecb1e","",0,0,3.8,0,0,0,0,6.2,0,0,0,0,0,3,0,NA,NA,NA,NA,NA
"RWA","000","012",-2.51645,29.06241,"539e04c0-0462-4175-98ed-d494e4f6ad5e","",0.742231428097152,5.85,6.8,0.4,0,0,0,2.8,0,0,0,0,0,4.6,0.6,NA,NA,NA,NA,NA
"RWA","000","013",-1.4528,29.8727,"c34de612-45dd-4858-b208-e346a8411a06","",0.0138629436111989,0,5.8,0,0,0,0,4.2,0,0,0,0,0,5.6,0.6,NA,NA,NA,NA,NA
"RWA","000","014",-1.61327,29.35342,"f03e7537-b67e-4e41-a1cd-e00214a00a76","",0.00831776616671934,16.1,8.2,0,0,0,0,1.8,0,0,0,0,0,8.6,0,NA,NA,NA,NA,NA
"RWA","000","015",-1.58701,29.45175,"ac4f45cf-ca4c-4247-9d65-49e6cc9231b7","",0,3.05,4.6,0,0,0.4,0,5,0,0,0,0,0,4.4,0.2,NA,NA,NA,NA,NA
"RWA","000","016",-1.84867,29.46517,"17e4aef4-3085-4acd-ae55-aae756ecfd6a","",0.132230502250356,42.2,6.8,0.4,0.4,0.6,0.8,1,0,0,0,0,0,5.6,0.4,NA,NA,NA,NA,NA
"RWA","000","017",-2.33619,30.15859,"f8365cb4-3e15-4f08-8d4e-51239c72756d","",0.404797953447008,0,3,0.2,3,0,0,3.4,0,0,0,0,0.4,2.2,0,NA,NA,NA,NA,NA
"RWA","000","018",-1.99575,29.43646,"6f4f4058-aebe-4430-9cdd-fb9805490fa3","""GPS SE accuracy"" is greater than 5; ",0.229844989695009,19.35,6.2,0,0,0,0,3.8,0,0,0,0,0,3.6,0.6,NA,NA,NA,NA,NA
"RWA","000","019",-1.69437,29.30925,"e5f7993a-54f0-415e-9f86-741098233e3f","",0.74110396635573,4.1,5.8,0,0,0,0,4.2,0,0,0,0,0,5.6,0,NA,NA,NA,NA,NA
"RWA","000","020",-1.58682,30.14648,"1ca83547-427d-483d-b45a-925290ad452f","GPS NWpoint not within country boundary; ",0.210847872394486,4.3,5.8,0,0,0,0,4.2,0,0,0,0,0,5.2,0,NA,NA,NA,NA,NA
"RWA","000","021",-2.0785,29.45976,"60a2b94e-cb72-4065-842e-71425539c18b","""GPS SW accuracy"" is greater than 5; ",0,7.15,7,0.6,0.2,0,0,2.2,0,0,0,0,0,6.8,0,NA,NA,NA,NA,NA
"RWA","000","022",-1.70759,29.46611,"4fe6a20d-de30-4003-bdaa-8486ff1c9579","""GPS SE accuracy"" is greater than 5; ""GPS NW accuracy"" is greater than 5; ""GPS SW accuracy"" is greater than 5; ",0.271332221366641,53.95,8.6,1.4,0,0,0,0,0,0,0,0,0,7,0,NA,NA,NA,NA,NA
"RWA","000","023",-1.75758,29.65027,"049128a4-9f97-4e59-a0a0-b519802c017e","""GPS SE accuracy"" is greater than 5; ""GPS SW accuracy"" is greater than 5; ",NA,42.35,8.2,0.6,0,0.4,0,0.8,0,0,0,0,0,5,0.6,NA,NA,NA,NA,NA
"RWA","000","024",-1.5464,29.35619,"00ed76fd-622c-4e99-969d-e960312a9da6","",0.158267861984752,34.45,5.4,0,0,1.6,0,3,0,0,0,0,0,3.8,0.6,NA,NA,NA,NA,NA
"RWA","000","025",-1.15931,30.42129,"9b6779ad-1376-4147-abed-c005882d5afa","",0.0942680165561526,0,2.8,0,0,0.4,2.2,3.6,0,0,0,0,1,2.4,0,NA,NA,NA,NA,NA
"RWA","000","026",-1.24348,30.46298,"041033dc-66e2-40c6-a5ab-97d38491c05e","",NA,0,5.8,0,0,0,1.6,2.6,0,0,0,0,0,6,0,NA,NA,NA,NA,NA
"RWA","000","027",-1.93722,30.10692,"2f3162ee-16be-43f6-8cc3-dd41383bfa68","The record is duplicated in the schema; ",0,0,6.4,0,0,0,0,3.6,0,0,0,0,0,5.6,0.4,NA,NA,NA,NA,NA
"RWA","000","027",-1.93761,30.10607,"124a8bf3-dd5e-46d3-aab9-fdffdc9c8bce","The record is duplicated in the schema; ",0,0,5.2,0,0,0,0,4.8,0,0,0,0,0,4.6,0,NA,NA,NA,NA,NA
"RWA","000","028",-1.3474,30.52601,"b555e546-6d8e-4514-9b1f-e072a33ff293","",0,0,3.6,0,0,0,2.2,2.6,0,0,0,0,1.6,3.4,0,NA,NA,NA,NA,NA
"RWA","000","029",-1.20134,30.41718,"33b74003-e9b6-4ae8-8619-7e27f8dacde0","",0.457477139169564,7.6,3,0,0,0,0,7,0,0,0,0,0,1.8,0,NA,NA,NA,NA,NA
"RWA","000","030",-1.77894,30.65801,"43a97e4e-7ca0-49e2-8cc1-612bbbc8ffea","",1.44714299999605,0,3.8,0,0.2,0.6,0,3,0,1.6,0,0,0.8,0.6,1.2,NA,NA,NA,NA,NA
"RWA","000","031",-1.15072,30.36028,"05fd73d0-1387-47a4-946b-c1da1c92c0b5","",0.907584704215185,0,5.8,0,0,0,1.2,3,0,0,0,0,0,4.4,0,NA,NA,NA,NA,NA
"RWA","000","032",-1.15849,30.46549,"803b660b-17a0-4314-9128-ca36c60b1c73","",0.389548715474689,0,3.2,0,0,2.4,0,3.4,0,0,0,0,1,2.8,0.2,NA,NA,NA,NA,NA
"RWA","000","033",-1.15313,30.32682,"1b4d79d0-0fab-462c-8482-317e164157cb","",0.2578507511683,0,4.6,0,0,0,0.4,4,0,0,0,0,1,3.6,0,NA,NA,NA,NA,NA
"RWA","000","034",-1.33943,30.43485,"e7e10682-f8b3-48b8-988d-550789f2c91c","",0,0,3,1.2,0,0,1,4.8,0,0,0,0,0,1.8,0,NA,NA,NA,NA,NA
"RWA","000","035",-1.31622,30.35174,"388e55a0-a70d-43e3-89ae-30b1596123bf","",0.329938057946534,0,3.6,0,0,0,0.4,5,0,0,0,0,1,3,0,NA,NA,NA,NA,NA
"RWA","000","036",-1.30838,30.35897,"a8d54b91-4673-4588-abf6-40896ff9f722","",0,0,2.6,0,0.2,0,0.6,5.4,0,0,0,0.4,0.8,1.8,0,NA,NA,NA,NA,NA
