"Household.ID","Country","Landscape..","Crops","Permanent.Crops","Livestock.Byproducts","Livestock","Crop.Byproducts","total"
"Kq42xQGSvu4","UGA","L04",953600,0,10000,12056.0173160173,1000,976656.017316017
"kqzsJGqsJH5","TZA","L11",1190000,90000,60000,599285.714285714,0,1939285.71428571
"KqZvf5fBTQ7","TZA","L10",185000,10000,0,38690.4761904762,0,233690.476190476
"kRcrpHwnrk4","TZA","L10",52000,3000,10000,15000,0,80000
"KSchTBWs2p7","GHA","L01",915,0,286.66,750.277777777778,0,1951.93777777778
"Kte7LVWAkq7","GHA","L03",5798,0,0,0,0,5798
"ktUuHHCU1Q5","TZA","L11",311500,0,540000,780000,0,1631500
"KWsyirYykp","TZA","L18",201000,0,0,0,0,201000
"kwtgXoW7Ei8","RWA","L03",239000,117000,25000,20000,6000,407000
"kxErk1sYmQB","RWA","L06",346250,172500,80000,658000,3600,1260350
"KyapRja3Pi6","TZA","L03",155000,0,15000,22000,0,192000
"KYf3aU1imH5","TZA","L03",195500,0,150000,838000,0,1183500
"kyXkjdQuZSA","UGA","L01",708000,126000,10000,610000,0,1454000
"L3z2GfyVdH5","UGA","L03",1460000,810000,60000,3e+05,0,2630000
"L8vM1Pqk5B6","UGA","L06",2070000,255000,540000,223472.222222222,135000,3223472.22222222
"LAqtBPvPxy","UGA","L03",1575500,266500,27000,240000,95000,2204000
"LcDR4MVNrw","GHA","L02",2856,0,75,0,0,2931
"LeYiNjAjKi2","GHA","L06",8818,0,29,0,3000,11847
"LEzTDqKV6f3","UGA","L04",370000,4e+05,30000,-50000,0,750000
"LFwa12jnrL2","GHA","L05",21960,10980,0,0,0,32940
"Lka6n6s87G","RWA","L06",170700,42600,7600,0,13700,234600
"LmNxHx7ukq2","TZA","L10",144000,0,32000,0,0,176000
"LMzw8JsSze","GHA","L04",187,0,0,0,0,187
"Lsy3YMkKGP2","UGA","L01",1363500,326000,0,0,0,1689500
"LwsCZHjGPqA","TZA","L10",380000,0,828000,46726.1904761905,0,1254726.19047619
"LXeBkVStet6","UGA","L03",268000,565000,0,0,0,833000
"Ly7CbRbwGm9","GHA","L05",-40,0,0,0,0,-40
"LZ29vrnear2","RWA","L02",1543100,0,3e+05,-20000,8000,1831100
"m2R4hghXWD6","TZA","L19",2e+05,220000,0,0,0,420000
"m6KCw7ZxQ47","RWA","L01",144070,0,60000,0,0,204070
"M8qxpz4tTs2","RWA","L04",183500,7500,96000,0,0,287000
"mBXHuSst1y6","UGA","L04",180500,40000,0,0,2400,222900
"Mc7EjdDK3M3","UGA","L04",1629000,124900,0,0,0,1753900
"McAcYh2ZV69","TZA","L03",577000,0,0,13944.4444444444,0,590944.444444444
"MdadqCNEiL","GHA","L02",15715,0,45,195.676388888889,0,15955.6763888889
"mDLfcyhvBu","RWA","L01",162410,36000,246000,15000,83.3333333333333,459493.333333333
"mdqRMX9AQF6","TZA","L20",350000,0,0,0,0,350000
"mE3oDzqBqu4","RWA","L07",213200,116000,5600,82600,13000,430400
"Mf1iaj3mXF6","TZA","L19",944000,1025000,0,0,0,1969000
"MFMymqGXjf8","GHA","L02",9983,0,0,0,0,9983
"MG8Mg2FAfw4","TZA","L22",713000,0,15000,76967.032967033,0,804967.032967033
"mhGSC5qMs53","RWA","L02",223300,0,0,0,20000,243300
"mjcdtjVVCA6","UGA","L07",1057500,1e+05,760000,1381000,10000,3308500
"mKsBRiEXdL6","GHA","L05",2061,2370,35,105,0,4571
"MLdLHWK2Qr","TZA","L03",67000,9200,0,0,0,76200
"MmsqX496Yo9","TZA","L18",1253000,14000,16000,16888.8888888889,0,1299888.88888889
"mpqcPSFDpCB","UGA","L06",1543000,65000,36099,0,6500,1650599
"Mq9anduKdR9","RWA","L02",580000,20000,0,0,0,6e+05
"MqCGGaKzuz2","TZA","L19",1140000,160000,12000,33925.9259259259,0,1345925.92592593
"MsBreaQuEcA","RWA","L01",61300,48300,53000,70000,2800,235400
"MScBRdzkSi4","RWA","L07",15500,14500,1500,0,2500,34000
"mSfzhnwYib5","UGA","L01",234700,60000,0,0,0,294700
"mUFTDYR9Aj","TZA","L19",4e+05,688000,480000,25444.4444444444,0,1593444.44444444
"mWbvKsGPM14","TZA","L10",277000,50000,30000,146797.619047619,0,503797.619047619
"MxhdeDaZTa9","RWA","L02",506900,0,77000,17000,22000,622900
"mZbBzdZE8P5","TZA","L20",3599000,0,1444000,33974.0740740741,0,5076974.07407407
"mzUJUxpe7c4","TZA","L22",495000,0,0,0,0,495000
"N1YUZvnVaG5","TZA","L10",586000,0,0,0,0,586000
"n3hCRp3nTfB","GHA","L01",204,0,0,0,0,204
"n4TwADF35","UGA","L04",1770000,12000,7000,35000,0,1824000
"N5cedWi9F35","TZA","L03",808000,0,1008000,7382502,0,9198502
"N9o6jRf3hy3","UGA","L07",94000,0,9600,70982.1428571429,0,174582.142857143
"nD93MDvRgs2","TZA","L22",90600,0,0,12827.8388278388,0,103427.838827839
"nEEs7UdXKf6","TZA","L11",249000,0,32000,137571.428571429,0,418571.428571429
"nf2b6XaXDy3","UGA","L07",266000,271400,7000,40000,0,584400
"nG6geyTvwq7","UGA","L03",104000,665000,8000,45000,0,822000
"njfYPSwX6c8","GHA","L01",380,0,40,0,0,420
"nkB43h7a3u6","RWA","L02",219000,0,87000,50000,80000,436000
"nkZFomM6JN2","RWA","L07",108000,164000,1200,0,1500,274700
"nLAqDVxLW42","GHA","L03",20678,0,0,0,0,20678
"nMVazETomT7","RWA","L01",442550,52000,19500,200,0,514250
"nMZQwMPqKU4","GHA","L05",0,0,0,0,0,0
"NNkYVQpfzGB","TZA","L03",69500,55000,95000,271993.055555556,0,491493.055555556
"NnrfSQy1dmA","TZA","L19",45000,65000,0,0,0,110000
"nny1kAHD1A6","RWA","L06",291200,247500,236000,590000,205000,1569700
"NpBRQomLNX3","RWA","L06",190600,276000,69000,495000,0,1030600
"NpVRwZSF9A9","RWA","L06",446800,268900,36000,520000,98525.6876456876,1370225.68764569
"Nq4M7PWJPS","RWA","L01",230550,14000,140600,208800,3000,596950
"NqtNJxp3qaB","GHA","L04",-72,0,0,0,0,-72
"NqznyHy6N16","RWA","L07",18800,4300,3000,0,5000,31100
"Nt5ok1nPNM7","TZA","L03",644200,3000,48000,13944.4444444444,0,709144.444444444
"nUikVE2njA5","RWA","L04",146100,8000,0,0,3300,157400
"Ny58V5eghz7","GHA","L02",11600,0,200,9.96944444444445,0,11809.9694444444
"nYHDrtr9BkA","GHA","L06",-387,0,0,200,0,-187
"nZ3uwA7syq7","TZA","L10",170000,50000,15000,46726.1904761905,0,281726.19047619
"NZwEq9cA5VB","GHA","L02",8091,0,75,2853.19166666667,0,11019.1916666667
"o1aKSCrDRMB","GHA","L05",1818,5499,25,105,0,7447
"o1P6K2wcxu7","GHA","L05",1552,2880,0,0,880,5312
"ob6Go1epkY4","RWA","L07",54400,12000,17400,0,3120,86920
"oGAiiS5KTH6","GHA","L03",8505,0,17,42.9,0,8564.9
"oimuabaAoj4","UGA","L03",1720700,2644000,5965000,2115000,0,12444700
"oJSmP1FYvbB","GHA","L02",594,0,0,0,0,594
"ome4ka94t7","UGA","L01",206000,88500,13500,0,0,308000
"onVKoJG2AfA","TZA","L03",272000,0,63000,247888.888888889,0,582888.888888889
"onwJq3WmHg2","TZA","L18",360000,0,0,0,0,360000
"oSahYBywkW2","RWA","L03",33500,15000,14000,12000,0,74500
"p5n6hjGyeL","TZA","L10",450000,0,24800,119380.952380952,0,594180.952380952
"P6yZhzEGVc6","GHA","L04",-390,0,0,0,0,-390
"p7HQJGp7P14","UGA","L02",307000,604000,253800,0,0,1164800
"pAiSMicbJb9","TZA","L20",2990000,0,2660000,131896.296296296,0,5781896.2962963
"pcKda2i8vd5","TZA","L19",1045000,0,10000,41444.4444444444,0,1096444.44444444
"pdf1PrAkhV","GHA","L05",2364,4200,0,0,0,6564
"pEa2FhYEyQ2","GHA","L02",307.5,0,25,497.180555555556,0,829.680555555556
"pfmDHWctSE3","UGA","L03",640100,432000,6000,30000,500,1108600
"PGN47oqwcT6","RWA","L06",319800,302000,30000,253000,6305.4358974359,911105.435897436
"phfDZ3p9QE5","GHA","L03",6230,0,50,0,0,6280
"piP7A67YkU7","TZA","L11",790000,0,0,50000,0,840000
"pKpxx6da5u6","GHA","L04",2505.5,2825.5,100,99.3055555555556,3400,8930.30555555555
"pMDUa1EHvb","UGA","L06",875000,360000,60000,154712.962962963,41000,1490712.96296296
"PpJDFyaTPe6","GHA","L05",17510,17050,0,0,0,34560
"PrddN7Eh7v3","TZA","L20",112500,0,37500,50000,0,2e+05
"PuLRmEWBe78","TZA","L20",5164000,0,0,0,0,5164000
"PXb5NT8y8n6","GHA","L01",1893,0,32,470,0,2395
"pxqThuNPrG","TZA","L20",6088000,0,120000,341201.322751323,0,6549201.32275132
"PxqUsT3Kg39","UGA","L07",6000,30000,45000,28333.3333333333,10000,119333.333333333
"pYrS9Lnoio5","RWA","L06",146500,44750,80000,1e+05,29631.4219114219,400881.421911422
"PZ5Q2bVsEX8","TZA","L10",320000,0,11100,94380.9523809524,0,425480.952380952
"Q12jo3rceY8","UGA","L02",7500,160000,0,0,0,167500
"Q6XjbVrPyy9","TZA","L22",1200000,0,30000,126622.710622711,0,1356622.71062271
"qaB9PRByhQ7","GHA","L03",24640,0,150,284.333333333333,0,25074.3333333333
"qAcLcu8zBx5","GHA","L04",0,0,0,0,0,0
"Qapm2uWHFt5","TZA","L22",420000,190000,60000,102069.597069597,0,772069.597069597
"qBummgzDBd8","TZA","L10",88500,0,0,0,0,88500
"QFh29fHsCvA","GHA","L05",17870,34063,150,905,0,52988
"qG2u89ePnM3","GHA","L01",262,0,50,0,0,312
"qGGstvM2E46","UGA","L07",194000,0,23500,326315.476190476,0,543815.476190476
"qie8QYVB3s6","GHA","L04",-170,0,0,59.5833333333333,0,-110.416666666667
"QJMME7KeMn","UGA","L02",260500,1025000,15000,30000,0,1330500
"qKTwmCQoWz5","TZA","L22",0,0,18000,268278.388278388,0,286278.388278388
"QLDaeeq1A6A","RWA","L06",382300,327600,43200,40500,16907.8554778555,810507.855477855
"QNH5zfmLt2B","GHA","L06",450,2400,30,514.543631502188,0,3394.54363150219
"QnVf7PaErv","TZA","L19",210000,2e+05,0,16962.962962963,0,426962.962962963
"QokjJw6sDKB","TZA","L20",1205000,0,6000,54961.1111111111,0,1265961.11111111
"qP3BigSRj28","TZA","L10",49000,0,12000,128035.714285714,0,189035.714285714
"QP58gEJbLF8","UGA","L07",154000,1e+05,10000,312000,6000,582000
"qqEgat4rGk9","GHA","L01",753,0,10,14.5,0,777.5
"Qrakmh9TAb7","TZA","L20",3070000,0,510000,26961.1111111111,0,3606961.11111111
"QT4VeJxXHv4","UGA","L02",2675000,1780000,110000,0,0,4565000
"QUACw1VqWL2","RWA","L01",412700,152500,60000,151400,7500,784100
"QuoaS1YaSX9","TZA","L11",392000,250000,15000,539714.285714286,0,1196714.28571429
"QVFH5ibEfX","TZA","L20",2079000,0,0,28987.037037037,0,2107987.03703704
"qy7poFPTo22","GHA","L01",400,0,21,0,0,421
"QybMet9zZh8","UGA","L06",18910000,2672000,51000,6e+05,-2500,22230500
"QYtwXPgNBa3","GHA","L05",1260,1030,0,30,0,2320
"R24vZdb6HQ7","GHA","L06",-268,2800,135,9853.2142278399,0,12520.2142278399
"r4YWWf5e5x3","UGA","L03",84000,130000,23000,1460000,0,1697000
"R5nJaf2Sop9","RWA","L06",287550,157000,38000,0,85000,567550
"r8r378XZhzA","UGA","L03",8e+05,510000,3000,0,9900,1322900
"R9DTr4peJNA","RWA","L06",162750,165000,22550,140000,0,490300
"rai72yodTZ7","TZA","L03",52000,0,0,0,0,52000
"raKhngAMuK5","TZA","L10",101000,0,7500,77380.9523809524,0,185880.952380952
"RbeUER44T9B","TZA","L20",3975000,0,362000,431234.126984127,0,4768234.12698413
"RCuAWjMUBmA","RWA","L01",134000,66000,17000,38000,750,255750
"reM7upJxET6","GHA","L06",-36,0,40,432.960298168854,0,436.960298168854
"rfcJhQz5u38","GHA","L04",590.2,0,80,497.916666666667,0,1168.11666666667
"RfzDYcp8cy2","TZA","L22",752500,0,60000,364139.194139194,0,1176639.19413919
"rkEPTagLmF8","RWA","L04",361500,189000,5400,703500,0,1259400
"RkxgfouGkY6","GHA","L02",7791,0,0,707.809523809524,0,8498.80952380952
"rMuY6Uj3iMy","UGA","L03",467500,385000,31000,160000,0,1043500
"Rmvq4s33Ev8","TZA","L10",350000,0,15000,1126726.19047619,0,1491726.19047619
"RnembMKrW72","UGA","L03",1232500,247500,27000,90000,0,1597000
"RnWd36XhwD2","TZA","L11",252000,80000,9000,-680285.714285714,0,-339285.714285714
"rP7DxqhNrW3","RWA","L03",297500,45600,3000,30000,20000,396100
"rQmTKtJ2h92","RWA","L03",79900,40000,7000,0,3800,130700
"rR4rphkhyt6","UGA","L01",510000,165000,192000,75392.8571428571,3000,945392.857142857
"rrTcscTcWH","UGA","L03",363500,778500,963000,75000,0,2180000
"RscSHibFMZ","UGA","L07",151000,84000,0,0,0,235000
"RTnL3zMj6T","TZA","L22",8e+05,58000,23000,102622.710622711,0,983622.710622711
"rvasPDxnwj3","GHA","L01",1445,0,57,1575.73611111111,0,3077.73611111111
"rYhbEL7oXj9","RWA","L03",97000,179000,12500,0,0,288500
"rzTsdWdr6y3","GHA","L04",262,360,10,0,0,632
"s1YRqRa7dg5","UGA","L03",380150,523500,35500,530000,116600,1585750
"s754vJkGDg2","RWA","L03",135300,6000,7500,0,0,148800
"sAJq9uruKa3","TZA","L19",6e+05,920000,240000,257944.444444444,0,2017944.44444444
"sApJeip8V38","TZA","L18",728000,50000,60000,18444.4444444444,0,856444.444444444
"SAvMdkgq8K4","GHA","L02",1280,0,9.3,110.393055555556,0,1399.69305555556
"SDoi2yLPd6","UGA","L02",174000,250000,69000,731588.412698413,15000,1239588.41269841
"seXpFZmj3a","RWA","L04",102700,28000,30000,220000,0,380700
"SGWDY8X7yo4","GHA","L05",11370,11175,60,75,0,22680
"SGWnjCX1hJ3","TZA","L10",371500,0,23000,126107.142857143,0,520607.142857143
"smz4XRTY7G6","RWA","L01",50500,18000,80000,0,3000,151500
"sohyYFGAMr9","RWA","L07",133050,113500,60160,168000,27300,502010
"SqBCN18ii19","TZA","L11",85500,1e+05,36000,119142.857142857,0,340642.857142857
"sqDAomp7sVA","TZA","L11",642000,0,0,0,0,642000
"SqGfB47Y5q3","UGA","L01",711300,75000,2430000,614571.428571429,3000,3833871.42857143
"sqHntKPZfk6","RWA","L02",127350,0,60000,0,0,187350
"SS7UVs5jxa4","RWA","L03",52500,125000,0,0,145920,323420
"sSK4YGpVFE3","GHA","L02",6158,0,15,0,0,6173
"SstK2kLetr6","GHA","L06",0,0,12,216.875,0,228.875
"SUdaBvN6yMB","TZA","L10",7e+05,0,24000,448035.714285714,0,1172035.71428571
"T5DZd2AUTX7","TZA","L22",770000,0,7000,47241.7582417582,0,824241.758241758
"t8pSXYMtCP","RWA","L02",25300,22500,0,12000,4200,64000
"Ta22RrxG4KB","GHA","L06",-30,0,0,0,0,-30
"TbNKmfWhji9","TZA","L18",530000,0,0,18444.4444444444,0,548444.444444444
"tcEkwscfpH4","GHA","L02",1400,0,0,200,0,1600
"tdcaU4K6FA3","RWA","L02",388639.5,0,5000,0,0,393639.5
"TdHhH26Qsi9","UGA","L04",211000,0,0,0,500,211500
"Te4C6DJXQq6","UGA","L01",636000,0,1142600,167678.571428571,0,1946278.57142857
"teFJypg3MU7","TZA","L19",250000,0,0,33925.9259259259,0,283925.925925926
"TEgeq116YW6","RWA","L01",76000,1000,10000,0,750,87750
"TfTiB3qRvU2","GHA","L03",5810,0,0,263,0,6073
"thieXHRj9r7","GHA","L06",2330,0,70,701.208333333333,36000,39101.2083333333
"tKy51hwqVM2","GHA","L02",3272,0,14,22.4541666666667,0,3308.45416666667
"tmtcp1ke5eB","RWA","L03",130000,20000,25000,217000,19000,411000
"tNWzZ2EiTjA","UGA","L01",279500,53000,16000,43714.2857142857,0,392214.285714286
"to8Gc5JzaT7","RWA","L06",178100,186000,121500,30000,70250,585850
"tQBVYhTSUx5","TZA","L20",1791000,0,57600,295987.037037037,0,2144587.03703704
"tsxUHiQSdd5","UGA","L07",661000,0,0,0,10000,671000
"tsyzA3E2k36","GHA","L04",2219,600,0,79.4444444444444,0,2898.44444444444
"TSZ8yp6UEy4","RWA","L02",23700,6000,0,0,3300,33000
"Tt5k1X1aefA","RWA","L03",40300,63400,120000,12000,30400,266100
"TTKHU3eLS44","UGA","L01",675200,425000,216000,89571.4285714286,1500,1407271.42857143
"tU6yMt3dHA3","RWA","L07",182500,84000,50700,98841.6666666667,12500,428541.666666667
"tuxCwfbZQN9","RWA","L07",237500,20000,3000,12000,12500,285000
"TVHKxGJD4T5","GHA","L06",-30,0,0,0,0,-30
"TWGYiMEN9K3","RWA","L01",39500,3000,6000,0,1500,50000
"tWqyJcJmuN5","TZA","L18",2e+05,50000,144000,38444.4444444444,0,432444.444444444
"TY6c2BvPeq8","RWA","L03",35000,1500,45840,1e+05,2000,184340
"TYoYR9fk5v3","RWA","L07",301900,215500,0,27000,11400,555800
"tzDJcn6PLMB","RWA","L04",41800,4800,24500,17000,3800,91900
"TzXCuVJ5tP5","TZA","L20",2400000,0,1530000,1631513.22751323,0,5561513.22751323
"U18xstU8LR7","GHA","L05",1600,0,0,0,0,1600
"U4AbXpgwpoA","RWA","L02",173300,1000,0,0,2200,176500
"U7thyS2zJj8","GHA","L05",455,585,0,650,0,1690
"U7Y9xmtZk89","UGA","L01",443500,240000,25000,14571.4285714286,0,723071.428571429
"uA6dFVY3tr2","GHA","L06",1270,210,20,197.833333333333,0,1697.83333333333
"UBoKCmEGFXB","UGA","L04",2676000,22500,0,0,0,2698500
"uDCakBEm7VB","TZA","L20",7500000,0,2185000,2415182.01058201,0,12100182.010582
"UDim1j4z9K9","TZA","L18",873000,0,16000,0,0,889000
"udreQXLRb29","UGA","L07",45600,54500,7500,0,1000,108600
"udWPUwFP172","TZA","L18",590000,0,48000,32888.8888888889,0,670888.888888889
"UDYnaavH8U3","GHA","L01",272,0,50,12.125,0,334.125
"uF4YRcniT69","GHA","L05",1820,0,0,450,0,2270
"UGrmX3B1xb7","TZA","L11",250500,0,90000,269857.142857143,0,610357.142857143
"UKqsMYWu6S2","UGA","L04",2437000,109000,2000,0,0,2548000
"uMco3gkx1Z8","UGA","L07",33000,170000,0,0,10000,213000
"UmXMMFYwnL4","GHA","L03",6280,0,20,160.8,0,6460.8
"UNJbgF8rDE4","GHA","L03",2475,0,48,334.4,0,2857.4
"uNqoVbaZpG3","UGA","L07",108200,1696000,12000,4e+05,2000,2218200
"Urb5aXE3gA2","RWA","L02",296900,0,18000,0,0,314900
"utcTs5LcPQ7","TZA","L03",1392000,0,476400,13944.4444444444,0,1882344.44444444
"UUj4sWMqYC3","GHA","L02",4892,0,12,480,0,5384
"UVBzkFMeZz9","RWA","L03",269000,1400,26500,29000,1400,327300
"Uvc1cgf5XM9","UGA","L07",401000,15000,6000,0,0,422000
"uVDhbqsgm8B","GHA","L06",-600,1500,15,0,0,915
"UYwovny68h","UGA","L04",440000,0,12000,72056.0173160173,0,524056.017316017
"uz81YWocVs7","TZA","L20",2565000,0,45000,52974.0740740741,0,2662974.07407407
"uZWP16YfzT5","UGA","L02",287500,480000,252099,0,0,1019599
"v29v4CgCb9A","UGA","L04",2122000,40000,0,0,0,2162000
"v2cqtKhhmEB","TZA","L18",395000,0,0,0,0,395000
"V42v2Qoi8j3","GHA","L01",3400,0,1132,1855,0,6387
"v5AnXEEYcG3","GHA","L04",4724,3816,13,100,0,8653
"V5nBNdt5Wo9","UGA","L02",126000,2e+05,22500,710529.470899471,2250,1061279.47089947
"V6SdSqrYbJ7","RWA","L03",10500,5000,2000,0,1600,19100
"vbnCBWJgn15","UGA","L01",546000,62000,22500,0,0,630500
"vC1xGx4WFW","RWA","L07",476600,75600,202500,0,0,754700
"vCAfAwy9KTA","TZA","L03",166000,0,30000,66833.3333333333,0,262833.333333333
"vCMe7iY3tJ","UGA","L01",357000,553500,2000,29142.8571428571,4500,946142.857142857
"vdieyWj8obA","RWA","L06",99030,139180,26000,0,23539.2773892774,287749.277389277
"VDYfVRu3Q44","RWA","L02",-14750,0,50000,0,0,35250
"ve5Vid3J3j2","UGA","L03",517000,110000,5700,30000,0,662700
"Vh74sMy7UM8","RWA","L03",130000,28000,0,0,2000,160000
"VhjsvzpdVX8","TZA","L18",120000,0,24000,175333.333333333,0,319333.333333333
"VHVUj6zT8c6","UGA","L01",26400,295000,36000,514571.428571429,10000,881971.428571429
"vkQ3CHAz8S2","UGA","L04",47500,34000,400,0,0,81900
"VM1oxfq9wgB","RWA","L01",546300,51500,50000,1e+05,5500,753300
"voQqwNL5SR4","RWA","L02",228600,171000,392000,0,33000,824600
"VpdWTmuL8k8","TZA","L10",63000,0,0,0,0,63000
"vPv6VoT5Hx6","UGA","L03",130000,335500,10000,15000,0,490500
"VQjx1ubsk84","UGA","L03",249000,65000,735500,90000,0,1139500
"vqK89X1n7z7","GHA","L06",456,0,0,234.960298168854,0,690.960298168854
"vsXLkjJ58x2","UGA","L01",292000,128000,13500,653321.428571429,0,1086821.42857143
"VTttxxMVpA7","TZA","L11",48000,0,0,0,0,48000
"Vuke4bM37hA","TZA","L20",6470000,2720000,3000,65974.0740740741,0,9258974.07407407
"vvfZmP19Kx","TZA","L18",-37300,0,0,0,0,-37300
"vVmon4etMR7","GHA","L04",0,0,0,0,0,0
"vvZZdLufJK3","RWA","L03",17850,35500,15000,0,0,68350
"vwWMrLhFgq5","UGA","L04",644000,60000,0,0,0,704000
"VxhDa2qgmM7","TZA","L20",2950000,0,0,0,0,2950000
"VyrUWsmH5zA","UGA","L01",587000,234000,0,90000,0,911000
"vyxUdnM5dv5","GHA","L02",1236,0,14,50,0,1300
"vz6UQ8NGgEA","GHA","L01",4374,0,56,980.25,0,5410.25
"w27bEeu1DR","UGA","L02",107000,760000,132500,770529.470899471,0,1770029.47089947
"W5cRAyZKiP3","TZA","L19",1280000,0,0,0,0,1280000
"w5r45534D96","GHA","L03",1925,0,50,171.5,0,2146.5
"w7mhEiauzv4","TZA","L22",160800,0,9000,43241.7582417582,0,213041.758241758
"W8ZrkDDq8B","GHA","L06",5000,800,800,509.920596337709,0,7109.92059633771
"wbguRJt7c17","GHA","L04",3936,3822,0,0,631.516666666667,8389.51666666667
"wEEPeGoe7x7","UGA","L01",674000,84000,20000,446250,0,1224250
"WEJAJe36mh4","TZA","L22",330000,0,0,0,0,330000
"WgmUQnWemm7","GHA","L04",5694,5777,60,779.444444444444,0,12310.4444444444
"wGsPM221dM8","GHA","L05",350,550,48,0,0,948
"Wj18gYU55E5","RWA","L07",95900,8500,0,0,500,104900
"wJPLc9G7D59","UGA","L06",642000,308000,8000,0,3000,961000
"WjvUqZyb157","TZA","L22",484000,0,116000,214139.194139194,0,814139.194139194
"WKmRQnKoHA8","UGA","L06",335000,40000,0,0,7500,382500
"WmaX2iuVse5","UGA","L04",396000,0,19000,0,0,415000
"WMFdhZg7RN5","UGA","L02",90800,162000,0,0,8000,260800
"wPk7iGeM1n2","RWA","L01",416990,17500,197000,0,2250,633740
"wr5wPxGTis","RWA","L04",262550,0,140000,0,0,402550
"wTASpGRGc38","GHA","L05",11200,22400,0,0,0,33600
"wtdrsEsEBX2","TZA","L20",3770000,0,233000,4008816.13756614,0,8011816.13756614
"Wth4nHzDVc8","GHA","L02",319,0,0,0,0,319
"wtorB9F7hm5","GHA","L03",7524,0,30,314.4,0,7868.4
"WuExMq5R6A9","RWA","L02",41800,0,68000,0,0,109800
"WVpeXYVGNq8","RWA","L07",61900,111000,24860,0,1500,199260
"WvS53Ci87D3","TZA","L11",147000,0,0,0,0,147000
"WWKohq5CDc4","GHA","L04",580,0,108,198.611111111111,0,886.611111111111
"WX9WPcwEjJ9","GHA","L05",2985,6040,50,135,0,9210
"wXNS3oTZiX8","TZA","L10",147500,0,7500,28035.7142857143,0,183035.714285714
"wy7axJB9t4A","RWA","L01",88900,8200,8000,0,3600,108700
"x16vgM9iGq3","UGA","L07",1155000,760000,0,280000,86400,2281400
"x3KJboY4Wn4","UGA","L07",479300,750000,10000,530000,4000,1773300
"x3YWH9QUug","TZA","L03",312000,9000,240000,13944.4444444444,0,574944.444444444
"X4aAZpreBL7","GHA","L04",0,0,25,99.5833333333333,0,124.583333333333
"x7bE3Pdy8h5","RWA","L03",57600,10000,0,0,20000,87600
"X9YiaEDanB7","TZA","L22",178000,0,10000,19241.7582417582,0,207241.758241758
"Xab6HD3Zh47","UGA","L06",386000,0,48000,129796.296296296,-4000,559796.296296296
"xAHNqyKKrL4","RWA","L02",-17000,0,0,0,4400,-12600
"XaYWTVN67N4","TZA","L03",1077000,3e+05,188000,474909.722222222,0,2039909.72222222
"XBSg6BUGH3","UGA","L06",626000,70000,27000,109592.592592593,16500,849092.592592593
"xcn3a9uEQZB","TZA","L11",162500,150000,0,179785.714285714,0,492285.714285714
"Xcq8cPDrtJA","RWA","L04",10250,0,24500,0,0,34750
"xcxoHDFasQA","RWA","L04",69500,0,15000,10000,0,94500
"XDQ9iJinQy9","TZA","L19",-15000,61800,0,34962.962962963,0,81762.962962963
"XEA6aofdZo5","GHA","L05",6065,5980,100,300,0,12445
"Xg5bY5Ztxx2","GHA","L01",690,0,15,0,0,705
"XiQuiDjntD2","GHA","L02",3585,0,32.5,103,0,3720.5
"xJ36NSni7X2","UGA","L04",680000,0,2000,0,0,682000
"xJHuYg9HkC4","GHA","L06",3321,0,0,44.4583333333333,0,3365.45833333333
"xkrLWnDGpw7","TZA","L18",48000,0,0,0,0,48000
"XqoC5saQNR5","GHA","L02",3194,0,20,230,0,3444
"xRKbT2uWYL4","RWA","L04",250860,4500,140000,-40000,20000,375360
"XrphaE61Jh6","RWA","L02",30400,10000,60000,0,4300,104700
"xVFJcnicr68","UGA","L01",0,1145000,32000,43714.2857142857,6000,1226714.28571429
"Xwug52WXRu6","TZA","L11",21000,0,4500,32928.5714285714,0,58428.5714285714
"xwVxszyCYQ","UGA","L07",1678000,720000,235200,1902648.80952381,8000,4543848.80952381
"XXFzjtd2A8","RWA","L01",69000,0,15000,0,2400,86400
"XZQvXo5qT34","RWA","L06",346850,137500,54000,1e+05,21000,659350
"y5bMEWTbk12","RWA","L02",779500,2500,32000,0,4400,818400
"yaHQ7ni6ar4","RWA","L06",79220,24000,75600,-2000,118500,295320
"yCPYya5PZfA","RWA","L04",26000,0,0,0,0,26000
"yDfj9pye3S8","GHA","L04",1220,2100,15,99.3055555555556,0,3434.30555555556
"ydHcUTHKzD7","GHA","L06",-45,400,40,57.8333333333333,0,452.833333333333
"YDokUMGBos2","RWA","L04",12500,0,108000,380000,3000,503500
"ydvLLQUM1wA","RWA","L03",36500,50000,0,18550,20000,125050
"yE1Xsrhzmk8","TZA","L20",2065000,0,472800,166987.037037037,0,2704787.03703704
"YfvDPbb5H85","RWA","L03",113000,50000,8000,80000,0,251000
"yhsx6xFzAD","TZA","L18",6e+05,0,0,0,0,6e+05
"yjXM15j8fo9","RWA","L01",127800,11840,74000,10200,2500,226340
"yku5wXeXnu9","TZA","L22",0,0,0,84897.4358974359,0,84897.4358974359
"yLS96zjnvX6","TZA","L03",741000,56000,18000,1281791.66666667,0,2096791.66666667
"ymaHgFS7sD7","GHA","L03",2008,0,50,0,0,2058
"ypMu1Vkfqo9","UGA","L02",135450,274000,30000,56058.9417989418,0,495508.941798942
"yPna76R7KH6","TZA","L10",1550000,0,3e+05,66690.4761904762,0,1916690.47619048
"YqAFB2BMNLB","GHA","L03",17301,0,30,120,0,17451
