"survey_uuid","Country","Landscape..","Household.ID","Round","median_field_size","Total_Area_Farmed","intercrop_rate","pesticide","herbicide","fungicide","yield_quantile","avg_pct_crops_any_sold","pct_fields_irrigated","pct_fields_inorganic_fert","pct_buy_seed","number_fields","Total_Area_Owned"
"292fd82c-5229-4371-9f3e-abcec62e95a3","UGA","L03","pfmDHWctSE3","1",0.34,1.693,0.2,0,0,0,3.4,0,0,0,0.2,3,1.693
"2946f021-9d43-4427-9cb5-bba246ffaa59","GHA","L06","4TD5PFFKHJ7","1",NA,0,0,0,0.5,0,NA,0,0,0,0,1,0
"2bd59923-98e2-4258-be0a-84bbf70f08f7","UGA","L03","5BM4RJvhSqA","1",0.557,2.027,0.5,0,0,0,3,0.5,0,0,1,3,1.47
"2c4c8d0e-aaff-4598-a514-377aff2c8330","GHA","L01","e4zTqWoHTi","1",6.95,13.9,0,0,0,0,3.5,1,0,0,0,2,13.9
"2cb7e53b-c13a-4913-9e72-512d5b9e4435","RWA","L04","JM2DWViH8L8","1",0.1751,0.1751,0.666666666666667,0,0,0,2.33333333333333,0,0,0,1,1,0.1751
"2dee07c2-a13e-476a-8746-6b031964579f","TZA","L10","g2ZqebmF5z8","1",1.5,7.3,0,0,0,0,1,0,0,0.666666666666667,0.333333333333333,3,7.3
"2dee23b2-9891-43f3-9078-25897c51cb0e","UGA","L07","kAym5mCCtcB","1",0.18,2.77,0,0,0,0,1.8,0,0,0,0.4,5,2.77
"2e27e18e-3657-415d-9aeb-5bb8499fe273","TZA","L22","Qapm2uWHFt5","1",1.7,3.4,1,0,0,0,1,0.5,0,0,0,2,3.4
"2e37ebb7-0036-4cf5-94a9-339560fa37a4","UGA","L03","rrTcscTcWH","1",0.16,1,0.333333333333333,0.25,0.125,0,2,0,0,0,0,4,1
"2e3941be-b4d1-494c-9129-e8f058d30272","RWA","L07","EhXFcHgzLr8","1",0.8802,0.8802,1,0,0,0,2.75,0.25,0,0,0,1,0.8802
"2e8628e0-9997-4aca-8894-0bab24984d16","UGA","L01","F6gmnrrGL93","1",0.361,0.722,0,0,0,0,3,0.333333333333333,0,0,1,2,0.722
"2f21a744-f14e-45b7-94ae-a7c780a5539b","TZA","L22","9uri5wypzL4","1",0.4,1.3,0,0,0.333333333333333,0,2.66666666666667,0.666666666666667,0,0,0,3,1.3
"30005489-21a6-40dc-8c86-b72da17c771a","UGA","L07","6L8XQ2ivNNB","1",0.79,3.17,0.4,0,0,0,1.5,0,0,0,1,4,3.17
"302e1e76-f060-4c1a-8657-2bf7330939a6","RWA","L01","9upFZJLCfM2","1",0.1538,0.4502,0,0.166666666666667,0,0,1.625,0,0,0.833333333333333,0.875,3,0.4502
"31691e67-9381-40bb-9558-9ebc9426b6f0","RWA","L01","wy7axJB9t4A","2",0.0839,0.1678,0.714285714285714,0,0,0,2.42857142857143,0,0,0.25,0.428571428571429,2,0.1678
"31e67c67-3f5d-4c5e-a2f3-3670b196afb5","UGA","L04","6knFhJg33R9","1",0.208,0.57,0,0,0,0,3.83333333333333,0.4,0,0.333333333333333,0.5,4,0.57
"32e1a0e0-42bd-4725-98da-d3c87863eb8c","TZA","L18","KWsyirYykp","1",0.7,1.4,1,0,0.333333333333333,0,2,0,1,0.666666666666667,0,2,1.4
"330f8dd7-ad04-48fa-9e23-342729a51877","RWA","L01","aDnodjimek6","2",0.1625,0.1625,0,0,0,0,1,0,0,0,0.5,2,0.1625
"3341ef55-2b9f-4775-a584-c982ad0f098a","GHA","L05","U7thyS2zJj8","1",1.92085,3.8417,0,0,0,0,2.25,0.5,0,0,0.166666666666667,3,3.8417
"33a362da-3fbf-4291-9d7a-971095a23fc6","RWA","L01","nMVazETomT7","2",0.27255,0.5451,0.5,0,0,0,2.375,0.25,0,0.333333333333333,0,3,0.5451
"33c260a7-bcd4-4857-b77c-9ebdc3ed25d0","UGA","L01","wEEPeGoe7x7","1",0.49,1.36,0,0,0,0,2,0.25,0,0,0,3,1.36
"33c8f0a5-a2ab-4023-bb9e-ea740abf5180","RWA","L03","DybB4C7m1V6","1",0.71005,1.4201,0,0,0,0,4,0.5,0,0,0,2,1.4201
"33cd8c74-bb90-4294-932c-cb7073c5f084","TZA","L22","2tg6ar7zuS5","1",1.3,8.6,0,0,0,0,1,0,0,0,0,4,6.6
"33f26ce1-a77f-4541-a16d-2d6a2e078813","UGA","L06","wJPLc9G7D59","1",0.36,1.64,0,0,0,0,3.5,0.25,0,0,0.75,3,1.64
"340671ee-31b5-4ea3-92da-ae13b239aecd","RWA","L03","x7bE3Pdy8h5","1",0.8934,1.7868,0,0,0,0,3.5,0,0,0,1,2,1.7868
"341a1362-a0d6-46c0-a972-d997c9050f0a","TZA","L22","RfzDYcp8cy2","1",1,2,0,0.666666666666667,0,0,1.33333333333333,0,0,0,0,2,2
"344474f4-cc2a-40df-bfb6-e32b7bc650ae","TZA","L18","oDSCEcXBzq3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34b066e4-9f1e-44ce-a427-49e32ff3da6d","GHA","L06","yyBkps8kGBB","1",NA,0,1,0,0.5,0,NA,NA,0,0,0,1,NA
"34fe119b-e685-4c69-9dfb-5a7e32c28368","UGA","L04","9iKLxLjVu77","1",0.18,0.18,0,0.25,0,0,2.25,0,0,0,0,2,0.18
"350d58da-ecff-44b7-831b-4c675384e126","TZA","L18","1U2KYPp4RE4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3533c0ae-57f4-47ca-9146-34f3d09a52de","UGA","L04","Kq42xQGSvu4","1",0.29,1.34,0,0.8,0,0,2.66666666666667,0,0,0.125,0.222222222222222,6,0.86
"354fd894-e7e0-4539-9f5c-049b53f55cc4","GHA","L05","jVAvmnH4bS6","1",6.8834,13.7668,0.333333333333333,0,0.333333333333333,0,3.33333333333333,1,0,0,0,3,13.7668
"3551e27f-4aed-4b9d-8798-da61c29193a0","UGA","L01","kyXkjdQuZSA","1",0.63,1.98,0,0,0,0,2.8,0,0,0,0,3,1.98
"3556d8d3-d621-417b-962d-3d7b79ca1cd9","TZA","L10","kRcrpHwnrk4","1",1,1,1,0,0,0,1,0,0,0,0,1,1
"35b76071-d936-4529-9034-86fecc08843b","GHA","L04","rzTsdWdr6y3","1",1.105,2.7943,0,0.75,0,0,1.33333333333333,0.25,0,0,0,4,2.7943
"35db4163-4eaf-4dae-ba49-312e4146bcef","UGA","L07","qGGstvM2E46","1",0.7,1.69,0.333333333333333,0,0,0,2,0.333333333333333,0,0,0.333333333333333,3,1.6
"368a13b5-a45c-4966-a14c-50addf9b4508","GHA","L03","oGAiiS5KTH6","1",0.7738,10.90935,0,0.25,0.375,0,4,0.875,0,0.5,0,4,10.90935
"36ac07b6-929f-4f5d-964c-e76758bbc8c4","RWA","L01","mDLfcyhvBu","2",0.3599,1.1313,0,0,0,0,1.71428571428571,0.2,0,0,0.285714285714286,3,1.1313
"36d10222-02fe-4063-b0df-1873759c9401","GHA","L04","qAcLcu8zBx5","1",0.65,0.65,0,0,0,0,NA,0,0,0,0,1,NA
"3738c2ee-eb99-494e-998d-7c03e1be9afb","UGA","L02","QT4VeJxXHv4","1",0.27,1.44,0.666666666666667,0.1,0,0,1.5,0.444444444444444,0,0.2,0.166666666666667,5,1.44
"373d747a-4a5b-4706-8f46-d1abf8255f7b","TZA","L19","ZBSFxdohGu7","1",2.5,2.5,0,1,0,0,3,1,0,1,0,1,2.5
"37681739-b7d8-4b20-b004-8a777ee1d4ef","UGA","L03","RnembMKrW72","1",0.23615,0.4723,0,0,0.125,0,2.66666666666667,0.666666666666667,0,0,0,4,0.4723
"378d2e94-bdd9-4d12-85d0-4e167f9517f7","RWA","L01","eVbuv11Jya9","1",0.2291,0.4582,0.5,0,0,0,1.5,0.5,0,1,0,2,0.4582
"37aae3ed-f12c-42b6-9cb9-93873746d76c","TZA","L11","ckvwCyqWX59","1",0.5,1,1,0,1,0,3.5,0,0,1,1,2,1
"37c01c37-946c-4447-8597-975890353d9d","RWA","L01","XXFzjtd2A8","2",0.0824,0.1648,0,0,0,0,2.25,0.333333333333333,0,0,0.75,2,0.1648
"37c92418-86bb-4e78-a73d-5883d6fa7917","UGA","L01","xVFJcnicr68","1",0.43,1.451,0,0,0,0,1,0,0,0,0,3,1.451
"38b679e3-7705-47eb-ae82-efee72063148","GHA","L04","gRQgL3UsPb6","1",5.15,10.3,0,0.333333333333333,0.25,0,2.33333333333333,0.3,0,0,0.0833333333333333,6,10.3
"38cc35d8-afee-4529-8e50-bc4e5765143c","GHA","L03","5JcGGbr2Y88","1",1.65605,3.3121,0,0,0.5,0,1,0.75,0,0,0.5,2,NA
"38f6e245-c897-407f-a572-3eb15ace00bf","GHA","L04","rfcJhQz5u38","1",NA,0,0.666666666666667,0.545454545454545,0,0,2.4,0.2,0,0,0.272727272727273,6,0
"393e813b-3a04-4653-8210-fa19a2443469","UGA","L01","Lsy3YMkKGP2","1",0.57,1.84,0.75,0,0,0,2.14285714285714,0.142857142857143,0,0,0.5,3,1.84
"39b155c3-7bef-4477-99c1-391f9b85227f","UGA","L07","FiycRUoeZh","1",1.89,4.82,0.666666666666667,0,0,0,1.66666666666667,0.25,0,0,0.666666666666667,3,4.82
"39c7fe57-2aee-4d39-b5a7-07c5e3049330","GHA","L05","wTASpGRGc38","1",12.8026,12.8026,0,0,0,0,1,1,0,0,0,2,12.8026
"3a90d0c0-2f1f-4acd-ab0f-f5c6fda5057b","GHA","L06","ydHcUTHKzD7","1",NA,0,NA,0,0.5,0,NA,0,0,0,0,3,NA
"3a9401e0-5acb-40bc-9ea3-4baec094fb70","TZA","L19","m2R4hghXWD6","1",1.4,1.4,0,0,0,0,1,1,0,0,0,1,NA
"3a9709c7-ee81-407c-a402-52c57c9f178f","RWA","L02","xAHNqyKKrL4","1",0.2859,0.2859,0,1,0,0,2.5,1,0,1,1,3,0.2859
"3aa7b22f-4c59-4c36-a802-6a7004615eae","GHA","L04","zebc4qh1zU8","1",1.36715,5.9647,0,0.1,0.4,0,3,0.333333333333333,0,0,0.2,5,NA
"3ae0fa50-7f0f-4373-9f54-a82d69734873","TZA","L22","nD93MDvRgs2","1",0.65,1.3,0,0,0,0,1.5,0.5,0,0,0,2,1.3
"3b0ab210-c64c-4dfe-b492-2abf593dbfc8","RWA","L03","YfvDPbb5H85","1",0.5817,3.4678,0,0,0,0,1.33333333333333,0,0,0,0,3,3.4678
"3b7941ac-e81d-445b-9a9d-8b4961aefecf","TZA","L18","AcecNqxEnz4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3bd7914d-a560-465b-ac1d-20259d0f4809","GHA","L04","AKMWbrcHqo7","1",1.12,1.12,0,0,0.5,0,1,0,0,0,0,1,NA
"3be06ccc-d922-4153-b7e5-91bf89ff5165","RWA","L07","WVpeXYVGNq8","1",0.5395,1.079,1,0,0,0,2,0,0,0,0.125,2,1.079
"3c1a00a0-5a0f-4339-96a9-d880318120f1","UGA","L07","uNqoVbaZpG3","1",0.42,1.17,0.8,0,0,0,1.8,0,0,0,0.8,4,1.17
"3cbbd164-4a22-4916-8f03-542fc21705be","RWA","L06","nny1kAHD1A6","2",0.41265,0.8253,0,0,0,0,2.5,0.5,0,0,0,2,0.8253
"3cf6f401-2e08-4be1-9c05-6565ab6e0f33","GHA","L02","MdadqCNEiL","1",2.0089,7.025,0,0,0.5,0,2.625,1,0,0.125,0,8,7.025
"3cf81a41-695e-487d-b26b-5f8e92f98614","GHA","L03","qaB9PRByhQ7","1",4.1989,18.2165,0,0,0.5,0,1.6,0.5,0,0.166666666666667,0,5,18.2165
"3d31dbaa-bb42-49a4-ae41-322b5dbc71a9","GHA","L01","qy7poFPTo22","1",2.05,4.1,0,0,1,0,2.5,1,0,0,0,2,NA
"3da6c27a-4a3b-49ea-825f-5309ffa1d706","RWA","L07","8QSNRiJbU45","1",0.1373,0.1373,1,0,0,0,2.25,0.5,0,0,1,1,0.1373
"3dab1534-f736-4189-bd50-853e1be6ad44","UGA","L03","rMuY6Uj3iMy","1",0.63,1.64,1,0,0,0,2,0,0,0,0,3,1.64
"3dc263f8-f947-467b-a7df-01ce1dd39b95","TZA","L03","McAcYh2ZV69","1",1.6,3.2,1,0,0.5,0,4,0.5,0,0,1,2,3.2
"3dfc5186-4c5e-4cee-9aa0-cfd76a80239b","RWA","L01","KeSq3y3A1h4","2",0.129,0.258,0,0.25,0,0,1.33333333333333,0.2,0,0.5,0.5,2,0.258
"3e480fe3-dca8-4372-acf7-039e0b265d96","GHA","L06","LeYiNjAjKi2","1",7.6,7.6,0,0,1,0,1.8,1,0,0.1,0,5,NA
"3e6a1f1c-1a33-401f-a639-11dba08ed57f","UGA","L07","zVWFb5eAbV7","1",0.61,0.61,0,0,0,0,2,0,0,0,0.5,3,0.61
"3f33f26f-1f13-4362-8fe0-db295ad19f97","UGA","L02","w27bEeu1DR","1",0.5,1,0.75,0,0,0,1.66666666666667,0,0,0.25,0.25,2,0.29
"402b090d-ff24-4610-b019-cf97a9a5d4aa","TZA","L11","17tw28pAwD3","1",2.2,4.4,0,0.5,0,0,3.5,1,0,0.5,0.5,2,4.4
"40345696-3c7f-4bca-81fd-05549fe151f1","RWA","L01","TEgeq116YW6","1",0.25885,1.0521,NA,0,0,0,NA,NA,0,1,NA,4,0.4096
"4036afd9-04ca-4dcc-9745-cedefb6f635c","GHA","L06","thieXHRj9r7","1",1.15,3.8,0,0,0.375,0,1.5,0.75,0,0,1,4,1.1
"4040071a-2dd5-45b4-996d-b83422e29281","RWA","L03","Tt5k1X1aefA","1",0.289,0.578,0.285714285714286,0,0,0,1.5,0.2,0,0,0.714285714285714,3,0.578
"40d880fc-4a1a-476e-a4b1-f82ee0421fff","GHA","L04","znLkiipm6hB","1",1.4388,10.0476,0,0.166666666666667,0.333333333333333,0,1.5,0.666666666666667,0,0.166666666666667,0.5,3,1.0466
"41028f7c-bc9d-4e86-93a2-a25e4cf02b73","RWA","L06","vdieyWj8obA","2",0.1963,0.6771,0.285714285714286,0,0,0,2.2,0.2,0,0.166666666666667,0.142857142857143,3,0.6771
"41305aea-4626-4abc-9ddb-b8a3a2a74e04","TZA","L18","vvfZmP19Kx","1",0.85,1.7,0.333333333333333,1,0,0,2,0.666666666666667,1,1,1,2,NA
"4171e4d6-69a1-4bff-8bd3-a20655a45c14","TZA","L03","onVKoJG2AfA","1",2.05,7.4,1,1,0,0,2.5,0,0,0,0.5,4,3.1
"41772a85-ffa4-4497-9cdf-47252baf4cc6","RWA","L07","tU6yMt3dHA3","1",0.60735,1.2147,0.714285714285714,0,0,0,1.16666666666667,0.285714285714286,0,0,0,2,1.2147
"41cba1d7-2ea1-4f3e-a5da-e9ba1efe4b79","TZA","L10","dtBzhqj3kQA","1",2.1,2.1,1,0,1,0,2,0,0,0,0,1,2.1
"41d0bb22-a341-48c6-8e5a-b5feec56287e","UGA","L01","mSfzhnwYib5","1",0.55,1.406,0.666666666666667,0,0,0,2.66666666666667,0,0,0,0.666666666666667,3,0.196
"41dc259c-d120-4419-88d5-b6796916883c","UGA","L06","5a2WfRTPWS2","1",0.67,4.33,0.5,0.142857142857143,0,0,3.33333333333333,0.333333333333333,0,0,0.25,4,4.33
"4203cf24-980e-4f58-b38b-d08b985a3a36","TZA","L11","RnWd36XhwD2","1",1,2,1,0,0,0,4,1,0,1,0,2,2
"4242aaab-da2c-4479-8f06-40b506cb57e7","UGA","L01","vbnCBWJgn15","1",0.3,1.22,0,0,0,0,1.8,0,0,0,0,3,1.22
"42b9f47d-56a0-402a-8fc5-2dbee16ac477","TZA","L20","PrddN7Eh7v3","1",1.5,1.5,0,0,0,0,3,1,0,0,1,1,1.5
"42cc9719-4689-4543-af46-2bf8341c93fd","GHA","L02","pEa2FhYEyQ2","1",3.6508,7.3016,0,0,1,0,1,1,0,0.5,1,2,7.3016
"42d53297-db95-483b-ba78-54fb87b67794","GHA","L02","gEi4dQZTGjA","1",NA,0,0,0,0.5,0,4,0.75,0,0,0,3,0
"43995143-8ae3-4057-9cde-44a1219932c9","RWA","L01","nMVazETomT7","1",0.35815,0.7163,0.4,0,0,0,1.4,0.2,0,0,0.2,2,0.7163
"43a5fcf2-050b-4d4c-bdb5-55f76e9dd542","UGA","L02","B77fdVMrcbB","1",0.235,1.12,0,0,0,0,3.5,0.25,0,0,0,4,1.12
"43ebe68c-cf9b-4467-86f1-915a32b6bcf5","RWA","L01","aDnodjimek6","1",0.1952,0.3904,0.25,0,0,0,NA,0,0,0.5,0.75,3,0.1376
"44a6c4e0-2c0c-4fca-bcf8-4b34a772f0c4","RWA","L03","eSXVTUZDKD3","1",0.52405,1.0481,0.857142857142857,0,0,0,2.14285714285714,0.428571428571429,0,0,0.285714285714286,2,1.0481
"4503d631-2fe5-4098-b4ec-7827f54efb0b","GHA","L04","wbguRJt7c17","1",1.431905,7.33001,0,0.375,0.25,0,2.5,1,0,0,0,5,5.7182
"455bde95-d8e5-4773-9aab-ea02b4c0fccf","RWA","L01","QUACw1VqWL2","1",0.2612,0.8802,0.5,0,0,0,4,0.25,0,0.142857142857143,0.833333333333333,4,0.8802
"45629a84-cb38-49dc-bf4b-3af2fbffc5fc","GHA","L03","GPMVX5tyrx4","1",1.0061,3.1979,0,0,0.25,0,2.75,0.5,0,0,0.125,4,NA
"458b2b1e-87ed-440c-9686-e8b06eb56625","TZA","L22","RTnL3zMj6T","1",3.4,3.4,0,0,0,0,1,1,0,0,0,1,3.4
"45aaba58-3125-4870-a3c4-893e2bbaf831","UGA","L02","1YCu7s1wQ37","1",0.14,0.14,0.5,0.5,0,0,2.33333333333333,0.25,0,0.5,0.75,2,0.14
"46355da8-4e53-4176-a7b5-82a891f7dd30","RWA","L06","fiLpRcMBzoA","2",0.0546,0.1092,0.5,0,0,0,2.75,0,0,0.25,0.5,2,0.1092
"46658b50-2cec-47b4-bc17-56c21547fd99","TZA","L22","6vK31iR7nAA","1",0.95,1.9,0.5,0,0,0,2.5,0.5,0,0,0,2,1.9
"468285c4-397e-4255-950b-d19d135ac0ad","UGA","L04","xJ36NSni7X2","1",0.116,0.342,0,0,0,0,2.63636363636364,0,0,0,0,7,0.225
"47439c25-ee01-4ea4-8130-8296984af65e","TZA","L11","3bdaYKw2CU5","1",1.4,7.1,0.75,0,0,0,3,1,0,0.75,0.25,4,7.1
"47704465-f042-4ba2-a9dd-63c6e8930f3a","TZA","L03","5R7zjWiS4o","1",1.8,7.3,0,0.666666666666667,0,0,2.66666666666667,0.5,0,0,0,4,6.1
"47c55c88-7d3a-4546-9d15-5220cac51594","UGA","L04","zCz7aSrczL2","1",0.1055,0.211,0.166666666666667,0,0,0,2.33333333333333,0.166666666666667,0,0,0,4,0.211
"480d2d12-b814-4323-aa98-f2d528671e9d","RWA","L07","Kg7uwpdD4P5","1",0.2137,0.6815,0.5,0,0,0,2.25,0,0,0,0.5,3,0.1933
"481a4c6e-3bfe-482a-b62e-fc4ec66c2df6","UGA","L06","kJPFgVkrzr8","1",0.5,1,0,0.5,0,0,3,1,0,0,0.5,2,NA
"4820186b-a5d4-4d57-825e-ae8f07ad183c","GHA","L01","87qeDKg8sj5","1",4.6,4.6,0,0,1,0,3,0,0,0,0,1,NA
"484bab56-4182-407d-a8e2-b4afb4949725","RWA","L06","JYjBoTCdte4","2",0.1238,0.3148,0,0,0,0,2.16666666666667,0.333333333333333,0,0.166666666666667,0.166666666666667,3,0.3148
"484efb94-7ff7-4904-ad18-f1f0492a0723","UGA","L07","PxqUsT3Kg39","1",0.435,1.74,0,0,0,0,NA,0.25,0,0,0.75,4,1.74
"48691221-aae3-4d2e-9efc-30782b5185dd","UGA","L04","WmaX2iuVse5","1",0.1154,0.2764,0,0.285714285714286,0,0,3.25,0.333333333333333,0,0,0,5,0.161
"487a344c-242a-424e-a18c-72fc38fd9e39","TZA","L03","hfEUg9n1AW4","1",1.65,6.1,0,0.25,0,0,3,0,0,0,0.25,4,6.1
"48949658-e262-40f9-96f7-cce0c97517d2","GHA","L01","dVULAjf4W89","1",0.9,0.9,0,0,0,0,2,0,0,0,0,2,0.9
"48cdc276-6b83-41a6-b4da-ae907c0ac370","RWA","L01","RCuAWjMUBmA","2",0.03835,0.0767,0.666666666666667,0,0,0,2.83333333333333,0.25,0,0,0.333333333333333,2,0.0767
"4950b9e8-4169-4c6d-ae37-33e89688c6b4","RWA","L02","tdcaU4K6FA3","1",0.428,0.428,0,0,1,0,4,1,0,1,1,1,0.428
"498c620d-1323-447f-a698-8fe65257cb63","RWA","L01","mDLfcyhvBu","1",0.0905,0.4219,0,0,0,0,1.625,0,0,0,0.5,4,0.4219
"49b9a6cb-7c61-4f22-909d-212640ef9669","RWA","L06","jQRmJu3n453","1",0.15565,0.3113,0.285714285714286,0,0,0,2.16666666666667,0.2,0,0,0,3,0.3113
"4a83dbc2-acc6-4e5f-bdd3-b82d1ed49769","GHA","L05","JsGWt7k9dz2","1",0.1247,0.1247,0,0,0,0,1,1,0,0,1,1,0.1247
"4aa1c6eb-1bd5-4acc-adb7-1e68b216a0ab","TZA","L03","9WWgnSHHAA6","1",2.25,10,0.5,0,1,0,3,0.5,0,0,1,4,4.5
"4ac37cda-edbe-4e15-b8bd-691cfcd44b3b","TZA","L11","ZC9BxGQiLT8","1",1.4,5,0,0,0,0,1.33333333333333,0.5,0,0,0,3,5
"4ad1485d-3e39-4b49-ad16-2ec9b12b8eb0","UGA","L02","D3k4R1hEUdA","1",0.18,0.36,0.75,0,0,0,1.75,0,0,0,0.5,2,0.36
"4aeb89a8-9ce5-489a-86ab-e1adc5d900b0","TZA","L19","NnrfSQy1dmA","1",0.6,0.6,0,0,0,0,1,0,0,0,0,1,0.6
"4b4d579e-98bf-45a5-b3e6-95203a8a3b7d","UGA","L03","CLcgNTsm4y7","1",0.78,4.64,0,0.333333333333333,0,0,3.33333333333333,1,0,0.5,1,7,4.57
"4b5340c2-056c-4cc4-a602-dd40b44f8e3a","TZA","L03","j18hwWBcwh5","1",1.4,1.4,1,0,0,0,1,0,0,0,0,1,1.4
"4bf4989f-cff5-4943-861c-dfd0ac44b233","TZA","L10","VpdWTmuL8k8","1",1.05,2.1,0.5,0,0,0,1,0,0,0.5,0,2,2.1
"4c174d1f-4861-4d7c-9398-55b428803ede","TZA","L18","5xjULrvkzz3","1",0.3,0.3,0,0,1,0,2,0,0,1,1,1,0.3
"4c4975d3-a2a0-4420-8481-daf75a32ad1d","TZA","L10","mWbvKsGPM14","1",20.8,20.8,1,1,0,0,1,0,0,1,0,1,20.8
"4c57a95c-ac41-43db-a492-5e33e1dec697","GHA","L04","5rf37agRoT5","1",1.412,6.512,0,0.4,0,0,2.16666666666667,0.666666666666667,0,0,0.2,5,3.912
"4c67d1f7-21db-48a5-ae94-3a83ed95c17c","TZA","L10","yPna76R7KH6","1",4.05,8.1,0,0,0,0,2,0.5,0,0,0.5,2,8.1
"4cbc8024-6852-4465-95fd-fc683a87cd94","UGA","L04","Dw3Ud994KTB","1",0.2165,0.433,0,0.5,0,0,2.75,0.6,0,0,0.375,4,0.433
"4cefef81-4774-49ae-ac74-7bcd963ed1d9","TZA","L20","HPHgA99tPJA","1",1.3,5.3,0.5,0,0,0,4,0.5,0,0.5,0.5,3,4.5
"4d6c8186-21f9-43f5-b6b3-da289fb430b3","UGA","L03","r8r378XZhzA","1",0.45,3.76,0,0.5,0,0,2.2,0,0,0,0,4,3.76
"4ed3ea32-935a-45a6-9b2f-ac7d182e34e2","TZA","L11","gUGmee9jeJA","1",2.2,4.4,0,1,0,0,4,1,0,1,1,2,2
"4ee41348-df5e-44a8-a549-232bd16ae814","TZA","L19","6auvr3dPvX4","1",1.7,1.7,1,0,0,0,3,0,0,0,0,1,1.7
"4f811142-b5d5-4225-8f15-156adce1faca","GHA","L03","Kte7LVWAkq7","1",NA,0,0,0.166666666666667,0.333333333333333,0,1.2,0.75,0,0.2,0,3,NA
"50e690ba-3bc2-49fb-b348-ab6f3945ec8a","UGA","L01","ome4ka94t7","1",0.27,1.13,0,0,0,0,1.5,0,0,0,0,3,1.13
"5176a5ad-2e9f-4c60-9a22-3fd2be4686b0","RWA","L07","ah2mXHfB7w4","1",0.3517,0.7034,0,0,0,0,3.25,0.25,0,0,0.75,2,0.7034
"51ef90d4-ac7f-43ea-82f8-f1c8974335d6","GHA","L06","4TD5PFFKHJ7","1",NA,0,0.25,0,0.5,0,2,0.666666666666667,0,0.833333333333333,0.333333333333333,8,0
"51fa8179-0d1f-46a7-bba0-a842f765e498","UGA","L01","U7Y9xmtZk89","1",0.42,1.07,0.5,0,0,0,2,0,0,0,0,3,1.07
"5242b5e8-b1a9-4046-b176-060281d43410","RWA","L01","MsBreaQuEcA","2",0.0784,0.1568,0,0,0,0,2.75,0,0,1,1,2,0.1568
"52746f02-c6c0-4ee0-a5eb-000fe56732e3","RWA","L02","am7bPMj2uA","1",0.93805,1.8761,0,0,0,0.25,NA,0.5,0,0,0.25,2,1.8761
"533f019e-4637-401a-b1c7-67124628bb25","UGA","L03","s1YRqRa7dg5","1",0.23,1.383,0.666666666666667,0.2,0,0,3.33333333333333,0.666666666666667,0,0.1,0,5,1.383
"53bdf18e-f489-4c6e-9fa0-fec217d8643b","TZA","L19","4LtjetWmyU6","1",0.3,0.6,0.333333333333333,0,0,0,2,0,0,0,0,2,0.6
"54b011ef-214d-4797-ad5e-bed91922c285","TZA","L11","piP7A67YkU7","1",1.1,7.5,0.5,0,0,0,2.5,1,0,1,0,3,0.9
"5543b0da-7758-4d40-8ad9-dec6f8721ec8","RWA","L06","H4YdiXt5cz3","2",0.22945,0.8741,0.545454545454545,0.125,0,0,2.4,0.2,0,0.142857142857143,0,4,0.8741
"55be9d55-02e3-4625-ab06-41a763410558","RWA","L01","wPk7iGeM1n2","2",0.1917,0.6297,0,0,0,0,2.375,0.2,0,0,0.25,3,0.6297
"55c4ee05-67f2-4dbb-a07e-b2cb0954f605","RWA","L01","Nq4M7PWJPS","1",0.11185,0.5145,0.5,0,0,1,1.42857142857143,0.25,0,1,0.625,4,0.5145
"56212224-8e58-4bb6-8035-e01289ba1b72","RWA","L03","vvZZdLufJK3","1",0.4831,0.9662,0,0,0,0,1.33333333333333,0,0,0,0.166666666666667,3,0.9662
"569a7711-3332-4e44-a373-fb0a01db4d7d","UGA","L06","Jm8YLfzpoy5","1",0.38,0.76,0,0.166666666666667,0,0,1.8,0.6,0,0,0,3,0.76
"56bfb170-965c-4906-9a9d-38e2c39b63b1","RWA","L02","FtidgPbhow5","1",0.0842,0.0842,0,0,0,0,2.66666666666667,0,0,0.5,1,2,0.0842
"57b11406-197c-4f5c-b52d-f2704afffa8f","TZA","L10","2GJh9RvP6U3","1",1.25,2.5,1,0,0.5,0,2,1,0,1,0,2,2.5
"58424d25-e22c-4c07-b4c8-9619e845a103","TZA","L18","HWkzcSXQNG2","1",1.5,1.5,0,0,0,0,NA,0,0,0,1,1,1.5
"58a29b06-59f2-4ba1-9a54-1ecbf885610e","RWA","L03","1m6QKguDbp4","1",0.2151,0.4302,0,0,0,0,1.5,0,0,0,0,3,0.4302
"597b2140-d225-4376-bd01-68687de4c470","TZA","L19","fUSEvjoZCe","1",6.9,6.9,1,0,0,0,3,0,0,0,0,1,6.9
"5b02fd3e-be5a-4bca-857a-7f69cf4c7b39","TZA","L19","BcLx8GwEyf5","1",0.7,1.4,0.5,0,0,0,2,0.5,0,0.5,0,2,NA
"5b27cfb0-05b7-4cbd-8fa8-508b595548be","TZA","L22","8pbKc5jDHS6","1",0.9,0.9,0,0,0,0,3,1,0,0,0,1,0.9
"5b855898-cbd6-49c6-ba76-6b1a5cb0b645","TZA","L20","VxhDa2qgmM7","1",2,10.1,0,0,0,0,2.5,0.5,0,0.5,0,5,8.2
