"survey_uuid","Field.ID","Country","Landscape..","Household.ID","median_field_size","Total_Area_Farmed","intercrop_rate","pesticide","herbicide","fungicide","pct_fields_irrigated","pct_fields_inorganic_fert","pct_buy_seed"
"3a90d0c0-2f1f-4acd-ab0f-f5c6fda5057b","M2","GHA","L06","ydHcUTHKzD7",NA,0,NA,0,0.5,0,0,0,0
"3a90d0c0-2f1f-4acd-ab0f-f5c6fda5057b","M3","GHA","L06","ydHcUTHKzD7",NA,0,NA,0,0.5,0,0,0,0
"3a9401e0-5acb-40bc-9ea3-4baec094fb70","M1","TZA","L19","m2R4hghXWD6",1.4,1.4,0,0,0,0,0,0,0
"3a9709c7-ee81-407c-a402-52c57c9f178f","M1","RWA","L02","xAHNqyKKrL4",0.2859,0.2859,0,1,0,0,0,1,1
"3a9709c7-ee81-407c-a402-52c57c9f178f","M2","RWA","L02","xAHNqyKKrL4",NA,0,0,1,0,0,0,1,1
"3a9709c7-ee81-407c-a402-52c57c9f178f","M3","RWA","L02","xAHNqyKKrL4",NA,0,0,1,0,0,0,1,1
"3aa7b22f-4c59-4c36-a802-6a7004615eae","M1","GHA","L04","zebc4qh1zU8",1.5756,1.5756,0,0,0.5,0,0,0,0.5
"3aa7b22f-4c59-4c36-a802-6a7004615eae","M2","GHA","L04","zebc4qh1zU8",0.7389,0.7389,0,0,0.5,0,0,0,0.5
"3aa7b22f-4c59-4c36-a802-6a7004615eae","M3","GHA","L04","zebc4qh1zU8",1.1587,1.1587,0,0,0.5,0,0,0,0
"3aa7b22f-4c59-4c36-a802-6a7004615eae","M4","GHA","L04","zebc4qh1zU8",2.4915,2.4915,0,0.5,0,0,0,0,0
"3aa7b22f-4c59-4c36-a802-6a7004615eae","M5","GHA","L04","zebc4qh1zU8",NA,0,0,0,0.5,0,0,0,0
"3ae0fa50-7f0f-4373-9f54-a82d69734873","M1","TZA","L22","nD93MDvRgs2",0.3,0.3,0,0,0,0,0,0,0
"3ae0fa50-7f0f-4373-9f54-a82d69734873","M2","TZA","L22","nD93MDvRgs2",1,1,0,0,0,0,0,0,0
"3b0ab210-c64c-4dfe-b492-2abf593dbfc8","M1","RWA","L03","YfvDPbb5H85",0.5817,0.5817,0,0,0,0,0,0,0
"3b0ab210-c64c-4dfe-b492-2abf593dbfc8","M2","RWA","L03","YfvDPbb5H85",0.5759,0.5759,0,0,0,0,0,0,0
"3b0ab210-c64c-4dfe-b492-2abf593dbfc8","M3","RWA","L03","YfvDPbb5H85",2.3102,2.3102,0,0,0,0,0,0,0
"3b7941ac-e81d-445b-9a9d-8b4961aefecf",NA,"TZA","L18","AcecNqxEnz4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3bd7914d-a560-465b-ac1d-20259d0f4809","M1","GHA","L04","AKMWbrcHqo7",1.12,1.12,0,0,0.5,0,0,0,0
"3be06ccc-d922-4153-b7e5-91bf89ff5165","M1","RWA","L07","WVpeXYVGNq8",0.6743,0.6743,1,0,0,0,0,0,0
"3be06ccc-d922-4153-b7e5-91bf89ff5165","M2","RWA","L07","WVpeXYVGNq8",0.4047,0.4047,1,0,0,0,0,0,0.25
"3c1a00a0-5a0f-4339-96a9-d880318120f1","M1","UGA","L07","uNqoVbaZpG3",0.16,0.16,1,0,0,0,0,0,1
"3c1a00a0-5a0f-4339-96a9-d880318120f1","M2","UGA","L07","uNqoVbaZpG3",0.42,0.42,NA,0,0,0,0,0,NA
"3c1a00a0-5a0f-4339-96a9-d880318120f1","M3","UGA","L07","uNqoVbaZpG3",0.59,0.59,NA,0,0,0,0,0,NA
"3c1a00a0-5a0f-4339-96a9-d880318120f1","M4","UGA","L07","uNqoVbaZpG3",NA,0,0,0,0,0,0,0,0
"3cbbd164-4a22-4916-8f03-542fc21705be","M1","RWA","L06","nny1kAHD1A6",0.7437,0.7437,0,0,0,0,0,0,0
"3cbbd164-4a22-4916-8f03-542fc21705be","M2","RWA","L06","nny1kAHD1A6",0.0816,0.0816,0,0,0,0,0,0,0
"3cf6f401-2e08-4be1-9c05-6565ab6e0f33","M1","GHA","L02","MdadqCNEiL",0.5161,0.5161,0,0,0,0,0,0,0
"3cf6f401-2e08-4be1-9c05-6565ab6e0f33","M2","GHA","L02","MdadqCNEiL",4.5,4.5,0,0,1,0,0,0,0
"3cf6f401-2e08-4be1-9c05-6565ab6e0f33","M3","GHA","L02","MdadqCNEiL",2.0089,2.0089,0,0,1,0,0,0,0
"3cf6f401-2e08-4be1-9c05-6565ab6e0f33","M4","GHA","L02","MdadqCNEiL",NA,0,0,0,0,0,0,0,0
"3cf6f401-2e08-4be1-9c05-6565ab6e0f33","M5","GHA","L02","MdadqCNEiL",NA,0,0,0,0,0,0,0,0
"3cf6f401-2e08-4be1-9c05-6565ab6e0f33","M6","GHA","L02","MdadqCNEiL",NA,0,0,0,1,0,0,1,0
"3cf6f401-2e08-4be1-9c05-6565ab6e0f33","M7","GHA","L02","MdadqCNEiL",NA,0,0,0,1,0,0,0,0
"3cf6f401-2e08-4be1-9c05-6565ab6e0f33","M8","GHA","L02","MdadqCNEiL",NA,0,0,0,0,0,0,0,0
"3cf81a41-695e-487d-b26b-5f8e92f98614","M1","GHA","L03","qaB9PRByhQ7",5.7511,5.7511,0,0,0.5,0,0,0,0
"3cf81a41-695e-487d-b26b-5f8e92f98614","M2","GHA","L03","qaB9PRByhQ7",9.0187,9.0187,0,0,1,0,0,0.5,0
"3cf81a41-695e-487d-b26b-5f8e92f98614","M3","GHA","L03","qaB9PRByhQ7",2.6467,2.6467,0,0,0.5,0,0,0,0
"3cf81a41-695e-487d-b26b-5f8e92f98614","M4","GHA","L03","qaB9PRByhQ7",NA,0,0,0,0.5,0,0,0,0
"3cf81a41-695e-487d-b26b-5f8e92f98614","M5","GHA","L03","qaB9PRByhQ7",0.8,0.8,0,0,0,0,0,NA,0
"3d31dbaa-bb42-49a4-ae41-322b5dbc71a9","M1","GHA","L01","qy7poFPTo22",2,2,0,0,1,0,0,0,0
"3d31dbaa-bb42-49a4-ae41-322b5dbc71a9","M2","GHA","L01","qy7poFPTo22",2.1,2.1,0,0,1,0,0,0,0
"3da6c27a-4a3b-49ea-825f-5309ffa1d706","M1","RWA","L07","8QSNRiJbU45",0.1373,0.1373,1,0,0,0,0,0,1
"3dab1534-f736-4189-bd50-853e1be6ad44","M1","UGA","L03","rMuY6Uj3iMy",0.63,0.63,NA,0,0,0,0,0,NA
"3dab1534-f736-4189-bd50-853e1be6ad44","M2","UGA","L03","rMuY6Uj3iMy",0.13,0.13,1,0,0,0,0,0,0
"3dab1534-f736-4189-bd50-853e1be6ad44","M3","UGA","L03","rMuY6Uj3iMy",0.88,0.88,NA,0,0,0,0,0,NA
"3dc263f8-f947-467b-a7df-01ce1dd39b95","M1","TZA","L03","McAcYh2ZV69",2.6,2.6,1,0,0,0,0,0,1
"3dc263f8-f947-467b-a7df-01ce1dd39b95","M2","TZA","L03","McAcYh2ZV69",0.6,0.6,1,0,1,0,0,0,1
"3dfc5186-4c5e-4cee-9aa0-cfd76a80239b","M1","RWA","L01","KeSq3y3A1h4",0.1318,0.1318,0,0.5,0,0,0,1,1
"3dfc5186-4c5e-4cee-9aa0-cfd76a80239b","M2","RWA","L01","KeSq3y3A1h4",0.1262,0.1262,0,0,0,0,0,0,0
"3e480fe3-dca8-4372-acf7-039e0b265d96","M1","GHA","L06","LeYiNjAjKi2",NA,0,0,0,1,0,0,0.5,0
"3e480fe3-dca8-4372-acf7-039e0b265d96","M2","GHA","L06","LeYiNjAjKi2",7.6,7.6,0,0,1,0,0,0,0
"3e480fe3-dca8-4372-acf7-039e0b265d96","M3","GHA","L06","LeYiNjAjKi2",NA,0,0,0,1,0,0,0,0
"3e480fe3-dca8-4372-acf7-039e0b265d96","M4","GHA","L06","LeYiNjAjKi2",NA,0,0,0,1,0,0,0,0
"3e480fe3-dca8-4372-acf7-039e0b265d96","M5","GHA","L06","LeYiNjAjKi2",NA,0,0,0,1,0,0,0,0
"3e6a1f1c-1a33-401f-a639-11dba08ed57f","M1","UGA","L07","zVWFb5eAbV7",0.61,0.61,0,0,0,0,0,0,1
"3e6a1f1c-1a33-401f-a639-11dba08ed57f","M2","UGA","L07","zVWFb5eAbV7",NA,0,0,0,0,0,0,0,0
"3e6a1f1c-1a33-401f-a639-11dba08ed57f","M3","UGA","L07","zVWFb5eAbV7",NA,0,0,0,0,0,0,0,0
"3f33f26f-1f13-4362-8fe0-db295ad19f97","M1","UGA","L02","w27bEeu1DR",0.29,0.29,1,0,0,0,0,0.5,0.333333333333333
"3f33f26f-1f13-4362-8fe0-db295ad19f97","M2","UGA","L02","w27bEeu1DR",0.71,0.71,0,0,0,0,0,0,0
"402b090d-ff24-4610-b019-cf97a9a5d4aa","M1","TZA","L11","17tw28pAwD3",2.3,2.3,0,1,0,0,0,1,0
"402b090d-ff24-4610-b019-cf97a9a5d4aa","M2","TZA","L11","17tw28pAwD3",2.1,2.1,0,0,0,0,0,0,1
"40345696-3c7f-4bca-81fd-05549fe151f1","M1","RWA","L01","TEgeq116YW6",0.4096,0.4096,NA,0,0,0,0,1,NA
"40345696-3c7f-4bca-81fd-05549fe151f1","M2","RWA","L01","TEgeq116YW6",0.1081,0.1081,NA,0,0,0,NA,NA,NA
"40345696-3c7f-4bca-81fd-05549fe151f1","M3","RWA","L01","TEgeq116YW6",0.095,0.095,NA,0,0,0,NA,NA,NA
"40345696-3c7f-4bca-81fd-05549fe151f1","M4","RWA","L01","TEgeq116YW6",0.4394,0.4394,NA,0,0,0,NA,NA,NA
"4036afd9-04ca-4dcc-9745-cedefb6f635c","M1","GHA","L06","thieXHRj9r7",0.3,0.3,0,0,0.5,0,0,0,1
"4036afd9-04ca-4dcc-9745-cedefb6f635c","M2","GHA","L06","thieXHRj9r7",1.2,1.2,0,0,0.5,0,0,0,1
"4036afd9-04ca-4dcc-9745-cedefb6f635c","M3","GHA","L06","thieXHRj9r7",1.2,1.2,0,0,0.5,0,0,0,1
"4036afd9-04ca-4dcc-9745-cedefb6f635c","M4","GHA","L06","thieXHRj9r7",1.1,1.1,0,0,0,0,NA,0,NA
"4040071a-2dd5-45b4-996d-b83422e29281","M1","RWA","L03","Tt5k1X1aefA",0.1999,0.1999,0,0,0,0,0,0,1
"4040071a-2dd5-45b4-996d-b83422e29281","M2","RWA","L03","Tt5k1X1aefA",0.3781,0.3781,0.666666666666667,0,0,0,0,0,1
"4040071a-2dd5-45b4-996d-b83422e29281","M3","RWA","L03","Tt5k1X1aefA",NA,0,0,0,0,0,0,0,0
"40d880fc-4a1a-476e-a4b1-f82ee0421fff","M1","GHA","L04","znLkiipm6hB",1.4388,1.4388,0,0.5,0,0,0,0,1
"40d880fc-4a1a-476e-a4b1-f82ee0421fff","M2","GHA","L04","znLkiipm6hB",1.0466,1.0466,0,0,0.5,0,0,0,0.5
"40d880fc-4a1a-476e-a4b1-f82ee0421fff","M3","GHA","L04","znLkiipm6hB",7.5622,7.5622,0,0,0.5,0,0,0.5,0
"41028f7c-bc9d-4e86-93a2-a25e4cf02b73","M1","RWA","L06","vdieyWj8obA",0.4304,0.4304,0,0,0,0,0,0,0
"41028f7c-bc9d-4e86-93a2-a25e4cf02b73","M2","RWA","L06","vdieyWj8obA",0.0504,0.0504,0.666666666666667,0,0,0,0,0,0.333333333333333
"41028f7c-bc9d-4e86-93a2-a25e4cf02b73","M3","RWA","L06","vdieyWj8obA",0.1963,0.1963,0,0,0,0,0,0.5,0
"41305aea-4626-4abc-9ddb-b8a3a2a74e04","M1","TZA","L18","vvfZmP19Kx",0.9,0.9,0,1,0,0,1,1,1
"41305aea-4626-4abc-9ddb-b8a3a2a74e04","M2","TZA","L18","vvfZmP19Kx",0.8,0.8,0.5,1,0,0,1,1,1
"4171e4d6-69a1-4bff-8bd3-a20655a45c14","M1","TZA","L03","onVKoJG2AfA",2.7,2.7,1,1,0,0,0,0,1
"4171e4d6-69a1-4bff-8bd3-a20655a45c14","M2","TZA","L03","onVKoJG2AfA",0.4,0.4,1,1,0,0,0,0,0
"4171e4d6-69a1-4bff-8bd3-a20655a45c14","M3","TZA","L03","onVKoJG2AfA",1.4,1.4,NA,NA,NA,NA,NA,NA,NA
"4171e4d6-69a1-4bff-8bd3-a20655a45c14","M4","TZA","L03","onVKoJG2AfA",2.9,2.9,NA,NA,NA,NA,NA,NA,NA
"41772a85-ffa4-4497-9cdf-47252baf4cc6","M1","RWA","L07","tU6yMt3dHA3",0.8069,0.8069,1,0,0,0,0,0,0
"41772a85-ffa4-4497-9cdf-47252baf4cc6","M2","RWA","L07","tU6yMt3dHA3",0.4078,0.4078,0,0,0,0,0,0,0
"41cba1d7-2ea1-4f3e-a5da-e9ba1efe4b79","M1","TZA","L10","dtBzhqj3kQA",2.1,2.1,1,0,1,0,0,0,0
"41d0bb22-a341-48c6-8e5a-b5feec56287e","M1","UGA","L01","mSfzhnwYib5",0.66,0.66,NA,NA,NA,NA,NA,NA,NA
"41d0bb22-a341-48c6-8e5a-b5feec56287e","M2","UGA","L01","mSfzhnwYib5",0.196,0.196,0,0,0,0,0,0,1
"41d0bb22-a341-48c6-8e5a-b5feec56287e","M3","UGA","L01","mSfzhnwYib5",0.55,0.55,1,0,0,0,NA,0,0.5
"41dc259c-d120-4419-88d5-b6796916883c","M1","UGA","L06","5a2WfRTPWS2",0.84,0.84,0,0,0,0,0,0,0
"41dc259c-d120-4419-88d5-b6796916883c","M2","UGA","L06","5a2WfRTPWS2",2.58,2.58,0,0,0,0,0,0,1
"41dc259c-d120-4419-88d5-b6796916883c","M3","UGA","L06","5a2WfRTPWS2",0.5,0.5,1,0,0,0,0,0,0
"41dc259c-d120-4419-88d5-b6796916883c","M4","UGA","L06","5a2WfRTPWS2",0.41,0.41,NA,0.5,0,0,0,0,NA
"4203cf24-980e-4f58-b38b-d08b985a3a36","M1","TZA","L11","RnWd36XhwD2",1,1,1,0,0,0,0,1,0
"4203cf24-980e-4f58-b38b-d08b985a3a36","M2","TZA","L11","RnWd36XhwD2",1,1,1,0,0,0,0,1,0
"4242aaab-da2c-4479-8f06-40b506cb57e7","M1","UGA","L01","vbnCBWJgn15",0.62,0.62,0,0,0,0,0,0,0
"4242aaab-da2c-4479-8f06-40b506cb57e7","M2","UGA","L01","vbnCBWJgn15",0.3,0.3,0,0,0,0,0,0,0
"4242aaab-da2c-4479-8f06-40b506cb57e7","M3","UGA","L01","vbnCBWJgn15",0.3,0.3,0,0,0,0,0,0,0
"42b9f47d-56a0-402a-8fc5-2dbee16ac477","M1","TZA","L20","PrddN7Eh7v3",1.5,1.5,0,0,0,0,0,0,1
"42cc9719-4689-4543-af46-2bf8341c93fd","M1","GHA","L02","pEa2FhYEyQ2",3.1282,3.1282,0,0,1,0,0,0,1
"42cc9719-4689-4543-af46-2bf8341c93fd","M2","GHA","L02","pEa2FhYEyQ2",4.1734,4.1734,0,0,1,0,0,1,1
"42d53297-db95-483b-ba78-54fb87b67794","M1","GHA","L02","gEi4dQZTGjA",NA,0,0,0,1,0,0,0,0
"42d53297-db95-483b-ba78-54fb87b67794","M2","GHA","L02","gEi4dQZTGjA",NA,0,0,0,1,0,0,0,0
"42d53297-db95-483b-ba78-54fb87b67794","M3","GHA","L02","gEi4dQZTGjA",NA,0,0,0,0,0,0,0,0
"43995143-8ae3-4057-9cde-44a1219932c9","M1","RWA","L01","nMVazETomT7",0.4765,0.4765,0.666666666666667,0,0,0,0,0,0.333333333333333
"43995143-8ae3-4057-9cde-44a1219932c9","M2","RWA","L01","nMVazETomT7",0.2398,0.2398,0,0,0,0,0,0,0
"43a5fcf2-050b-4d4c-bdb5-55f76e9dd542","M1","UGA","L02","B77fdVMrcbB",0.15,0.15,0,0,0,0,0,0,0
"43a5fcf2-050b-4d4c-bdb5-55f76e9dd542","M2","UGA","L02","B77fdVMrcbB",0.5,0.5,NA,0,0,0,0,0,NA
"43a5fcf2-050b-4d4c-bdb5-55f76e9dd542","M3","UGA","L02","B77fdVMrcbB",0.25,0.25,NA,0,0,0,0,0,NA
"43a5fcf2-050b-4d4c-bdb5-55f76e9dd542","M4","UGA","L02","B77fdVMrcbB",0.22,0.22,0,0,0,0,0,0,0
"43ebe68c-cf9b-4467-86f1-915a32b6bcf5","M1","RWA","L01","aDnodjimek6",0.1376,0.1376,0,0,0,0,0,0.5,0.5
"43ebe68c-cf9b-4467-86f1-915a32b6bcf5","M2","RWA","L01","aDnodjimek6",0.2528,0.2528,1,0,0,0,NA,NA,1
"43ebe68c-cf9b-4467-86f1-915a32b6bcf5","M3","RWA","L01","aDnodjimek6",NA,0,0,0,0,0,NA,NA,1
"44a6c4e0-2c0c-4fca-bcf8-4b34a772f0c4","M1","RWA","L03","eSXVTUZDKD3",0.8633,0.8633,0.666666666666667,0,0,0,0,0,0.333333333333333
"44a6c4e0-2c0c-4fca-bcf8-4b34a772f0c4","M2","RWA","L03","eSXVTUZDKD3",0.1848,0.1848,1,0,0,0,0,0,0.25
"4503d631-2fe5-4098-b4ec-7827f54efb0b","M1","GHA","L04","wbguRJt7c17",0.7978,0.7978,0,0.5,0.5,0,0,0,0
"4503d631-2fe5-4098-b4ec-7827f54efb0b","M2","GHA","L04","wbguRJt7c17",1.252,1.252,0,0.5,0.5,0,0,0,0
"4503d631-2fe5-4098-b4ec-7827f54efb0b","M3","GHA","L04","wbguRJt7c17",3.6684,3.6684,0,0.5,0,0,0,0,0
"4503d631-2fe5-4098-b4ec-7827f54efb0b","M4","GHA","L04","wbguRJt7c17",1.61181,1.61181,0,0,0,0,0,0,0
"4503d631-2fe5-4098-b4ec-7827f54efb0b","M5","GHA","L04","wbguRJt7c17",NA,0,NA,NA,NA,NA,NA,NA,NA
"455bde95-d8e5-4773-9aab-ea02b4c0fccf","M1","RWA","L01","QUACw1VqWL2",0.2815,0.2815,0.666666666666667,0,0,0,0,0,1
"455bde95-d8e5-4773-9aab-ea02b4c0fccf","M2","RWA","L01","QUACw1VqWL2",0.333,0.333,1,0,0,0,0,0,1
"455bde95-d8e5-4773-9aab-ea02b4c0fccf","M3","RWA","L01","QUACw1VqWL2",0.0248,0.0248,0,0,0,0,0,0,0.5
"455bde95-d8e5-4773-9aab-ea02b4c0fccf","M4","RWA","L01","QUACw1VqWL2",0.2409,0.2409,NA,0,0,0,0,0.5,NA
"45629a84-cb38-49dc-bf4b-3af2fbffc5fc","M1","GHA","L03","GPMVX5tyrx4",1.3064,1.3064,0,0,0.5,0,0,0,0
"45629a84-cb38-49dc-bf4b-3af2fbffc5fc","M2","GHA","L03","GPMVX5tyrx4",0.8854,0.8854,0,0,0,0,0,0,0
"45629a84-cb38-49dc-bf4b-3af2fbffc5fc","M3","GHA","L03","GPMVX5tyrx4",1.0061,1.0061,0,0,0,0,0,0,0
"45629a84-cb38-49dc-bf4b-3af2fbffc5fc","M4","GHA","L03","GPMVX5tyrx4",NA,0,0,0,0.5,0,0,0,0.5
"458b2b1e-87ed-440c-9686-e8b06eb56625","M1","TZA","L22","RTnL3zMj6T",3.4,3.4,0,0,0,0,0,0,0
"45aaba58-3125-4870-a3c4-893e2bbaf831","M1","UGA","L02","1YCu7s1wQ37",0.14,0.14,1,0,0,0,0,0,0.5
"45aaba58-3125-4870-a3c4-893e2bbaf831","M2","UGA","L02","1YCu7s1wQ37",NA,0,0,1,0,0,0,1,1
"46355da8-4e53-4176-a7b5-82a891f7dd30","M1","RWA","L06","fiLpRcMBzoA",0.0829,0.0829,1,0,0,0,0,0,0.5
"46355da8-4e53-4176-a7b5-82a891f7dd30","M2","RWA","L06","fiLpRcMBzoA",0.0263,0.0263,0,0,0,0,0,0.5,0.5
"46658b50-2cec-47b4-bc17-56c21547fd99","M1","TZA","L22","6vK31iR7nAA",1.1,1.1,1,0,0,0,0,0,0
"46658b50-2cec-47b4-bc17-56c21547fd99","M2","TZA","L22","6vK31iR7nAA",0.8,0.8,0,0,0,0,0,0,0
"468285c4-397e-4255-950b-d19d135ac0ad","M1","UGA","L04","xJ36NSni7X2",0.109,0.109,0,0,0,0,0,0,0
"468285c4-397e-4255-950b-d19d135ac0ad","M2","UGA","L04","xJ36NSni7X2",0.117,0.117,0,0,0,0,NA,NA,0
"468285c4-397e-4255-950b-d19d135ac0ad","M3","UGA","L04","xJ36NSni7X2",0.116,0.116,0,0,0,0,0,0,0
"468285c4-397e-4255-950b-d19d135ac0ad","M4","UGA","L04","xJ36NSni7X2",NA,0,0,0,0,0,0,0,0
"468285c4-397e-4255-950b-d19d135ac0ad","M5","UGA","L04","xJ36NSni7X2",NA,0,0,0,0,0,0,0,0
"468285c4-397e-4255-950b-d19d135ac0ad","M6","UGA","L04","xJ36NSni7X2",NA,0,0,0,0,0,NA,NA,0
"468285c4-397e-4255-950b-d19d135ac0ad","M7","UGA","L04","xJ36NSni7X2",NA,0,0,0,0,0,0,0,0
"47439c25-ee01-4ea4-8130-8296984af65e","M1","TZA","L11","3bdaYKw2CU5",1.3,1.3,1,0,0,0,0,1,1
"47439c25-ee01-4ea4-8130-8296984af65e","M2","TZA","L11","3bdaYKw2CU5",3.6,3.6,0,0,0,0,0,1,0
"47439c25-ee01-4ea4-8130-8296984af65e","M3","TZA","L11","3bdaYKw2CU5",0.7,0.7,1,0,0,0,0,1,0
"47439c25-ee01-4ea4-8130-8296984af65e","M4","TZA","L11","3bdaYKw2CU5",1.5,1.5,1,0,0,0,0,0,0
"47704465-f042-4ba2-a9dd-63c6e8930f3a","M1","TZA","L03","5R7zjWiS4o",0.4,0.4,0,1,0,0,0,0,0
"47704465-f042-4ba2-a9dd-63c6e8930f3a","M2","TZA","L03","5R7zjWiS4o",3.3,3.3,0,1,0,0,0,0,0
"47704465-f042-4ba2-a9dd-63c6e8930f3a","M3","TZA","L03","5R7zjWiS4o",2.4,2.4,0,0,0,0,0,0,0
"47704465-f042-4ba2-a9dd-63c6e8930f3a","M4","TZA","L03","5R7zjWiS4o",1.2,1.2,NA,NA,NA,NA,NA,NA,NA
"47c55c88-7d3a-4546-9d15-5220cac51594","M1","UGA","L04","zCz7aSrczL2",0.178,0.178,0,0,0,0,0,0,0
"47c55c88-7d3a-4546-9d15-5220cac51594","M2","UGA","L04","zCz7aSrczL2",NA,0,0,0,0,0,0,0,0
"47c55c88-7d3a-4546-9d15-5220cac51594","M3","UGA","L04","zCz7aSrczL2",NA,0,0,0,0,0,0,0,0
"47c55c88-7d3a-4546-9d15-5220cac51594","M4","UGA","L04","zCz7aSrczL2",0.033,0.033,1,0,0,0,0,0,0
"480d2d12-b814-4323-aa98-f2d528671e9d","M1","RWA","L07","Kg7uwpdD4P5",0.2745,0.2745,0,0,0,0,0,0,0.5
"480d2d12-b814-4323-aa98-f2d528671e9d","M2","RWA","L07","Kg7uwpdD4P5",0.2137,0.2137,1,0,0,0,0,0,0.5
"480d2d12-b814-4323-aa98-f2d528671e9d","M3","RWA","L07","Kg7uwpdD4P5",0.1933,0.1933,0,0,0,0,0,0,0.5
"481a4c6e-3bfe-482a-b62e-fc4ec66c2df6","M1","UGA","L06","kJPFgVkrzr8",0.4,0.4,0,0.5,0,0,0,0,1
"481a4c6e-3bfe-482a-b62e-fc4ec66c2df6","M2","UGA","L06","kJPFgVkrzr8",0.6,0.6,0,0.5,0,0,0,0,0
"4820186b-a5d4-4d57-825e-ae8f07ad183c","M1","GHA","L01","87qeDKg8sj5",4.6,4.6,0,0,1,0,0,0,0
"484bab56-4182-407d-a8e2-b4afb4949725","M1","RWA","L06","JYjBoTCdte4",0.1389,0.1389,0,0,0,0,0,0,0
"484bab56-4182-407d-a8e2-b4afb4949725","M2","RWA","L06","JYjBoTCdte4",0.0521,0.0521,0,0,0,0,0,0,0
"484bab56-4182-407d-a8e2-b4afb4949725","M3","RWA","L06","JYjBoTCdte4",0.1238,0.1238,0,0,0,0,0,0.5,0.5
"484efb94-7ff7-4904-ad18-f1f0492a0723","M1","UGA","L07","PxqUsT3Kg39",0.68,0.68,0,0,0,0,0,0,1
"484efb94-7ff7-4904-ad18-f1f0492a0723","M2","UGA","L07","PxqUsT3Kg39",0.64,0.64,0,0,0,0,0,0,1
"484efb94-7ff7-4904-ad18-f1f0492a0723","M3","UGA","L07","PxqUsT3Kg39",0.23,0.23,NA,0,0,0,0,0,NA
"484efb94-7ff7-4904-ad18-f1f0492a0723","M4","UGA","L07","PxqUsT3Kg39",0.19,0.19,0,0,0,0,0,0,0
"48691221-aae3-4d2e-9efc-30782b5185dd","M1","UGA","L04","WmaX2iuVse5",0.043,0.043,0,0.5,0,0,0,0,0
"48691221-aae3-4d2e-9efc-30782b5185dd","M2","UGA","L04","WmaX2iuVse5",0.118,0.118,0,0.5,0,0,0,0,0
"48691221-aae3-4d2e-9efc-30782b5185dd","M3","UGA","L04","WmaX2iuVse5",0.1154,0.1154,NA,NA,NA,NA,NA,NA,NA
"48691221-aae3-4d2e-9efc-30782b5185dd","M4","UGA","L04","WmaX2iuVse5",NA,0,NA,0,0,0,0,0,NA
"48691221-aae3-4d2e-9efc-30782b5185dd","M5","UGA","L04","WmaX2iuVse5",NA,0,0,0,0,0,0,0,0
"487a344c-242a-424e-a18c-72fc38fd9e39","M1","TZA","L03","hfEUg9n1AW4",1.8,1.8,0,1,0,0,0,0,1
"487a344c-242a-424e-a18c-72fc38fd9e39","M2","TZA","L03","hfEUg9n1AW4",2,2,0,0,0,0,0,0,0
"487a344c-242a-424e-a18c-72fc38fd9e39","M3","TZA","L03","hfEUg9n1AW4",0.8,0.8,0,0,0,0,0,0,0
"487a344c-242a-424e-a18c-72fc38fd9e39","M4","TZA","L03","hfEUg9n1AW4",1.5,1.5,0,0,0,0,0,0,0
"48949658-e262-40f9-96f7-cce0c97517d2","M1","GHA","L01","dVULAjf4W89",0.9,0.9,0,0,0,0,0,0,0
"48949658-e262-40f9-96f7-cce0c97517d2","M2","GHA","L01","dVULAjf4W89",NA,0,0,0,0,0,0,0,0
"48cdc276-6b83-41a6-b4da-ae907c0ac370","M1","RWA","L01","RCuAWjMUBmA",0.0285,0.0285,0.666666666666667,0,0,0,0,0,0.333333333333333
"48cdc276-6b83-41a6-b4da-ae907c0ac370","M2","RWA","L01","RCuAWjMUBmA",0.0482,0.0482,0.666666666666667,0,0,0,0,0,0.333333333333333
"4950b9e8-4169-4c6d-ae37-33e89688c6b4","M1","RWA","L02","tdcaU4K6FA3",0.428,0.428,0,0,1,0,0,1,1
"498c620d-1323-447f-a698-8fe65257cb63","M1","RWA","L01","mDLfcyhvBu",0.1819,0.1819,0,0,0,0,0,0,0.5
"498c620d-1323-447f-a698-8fe65257cb63","M2","RWA","L01","mDLfcyhvBu",0.1002,0.1002,0,0,0,0,0,0,1
"498c620d-1323-447f-a698-8fe65257cb63","M3","RWA","L01","mDLfcyhvBu",0.059,0.059,0,0,0,0,0,0,0.5
"498c620d-1323-447f-a698-8fe65257cb63","M4","RWA","L01","mDLfcyhvBu",0.0808,0.0808,0,0,0,0,0,0,0
"49b9a6cb-7c61-4f22-909d-212640ef9669","M1","RWA","L06","jQRmJu3n453",0.2293,0.2293,0.666666666666667,0,0,0,0,0,0
"49b9a6cb-7c61-4f22-909d-212640ef9669","M2","RWA","L06","jQRmJu3n453",0.082,0.082,0,0,0,0,0,0,0
"49b9a6cb-7c61-4f22-909d-212640ef9669","M3","RWA","L06","jQRmJu3n453",NA,0,0,0,0,0,0,0,0
"4a83dbc2-acc6-4e5f-bdd3-b82d1ed49769","M1","GHA","L05","JsGWt7k9dz2",0.1247,0.1247,0,0,0,0,0,0,1
"4aa1c6eb-1bd5-4acc-adb7-1e68b216a0ab","M1","TZA","L03","9WWgnSHHAA6",0.5,0.5,NA,NA,NA,NA,NA,NA,NA
