"Household.ID","Round","survey_uuid","Country","Landscape..","income_own","income_wage","income_crops","income_perm_crop","income_lvstk_byprod","income_byprod","income_lvstk","cost_seeds","cost_org_fert","cost_syn_fert","cost_pesticide","Total_Income","AgIncome","NonAgIncome","AgInvestments"
"Br9y98ZGdk8","1","f7af02a3-1f13-42af-9137-afb5af566c79","TZA","L10",0,0,0,0,0,0,21000,0,0,0,0,21000,21000,0,0
"BrVjLcZwqr3","1","643be299-c055-4492-b387-0541944aba3e","RWA","L06",0,0,0,0,0,50000,0,9000,0,0,0,50000,50000,0,9000
"BrVjLcZwqr3","2","8352772c-5b4c-44b0-b1dd-ed492c3cc878","RWA","L06",0,0,0,0,0,16000,20000,4500,0,0,0,36000,36000,0,4500
"bsDhjVrvZ8B","1","9221777b-d43f-4268-bd21-793fbd60c35f","RWA","L03",0,665000,0,13300,0,0,0,14500,0,0,0,678300,13300,665000,14500
"bUbW5XZNtd3","1","af1ef157-845c-44bd-abac-49b90132cdce","UGA","L02",1042857.2,0,0,130000,0,0,0,0,0,0,0,1172857.2,130000,1042857.2,0
"bvFDUPT6cv8","1","ea960115-f45c-4447-addf-47b7b1f6f5a3","GHA","L03",0,0,4200,0,0,0,100,420,0,0,505,4300,4300,0,925
"BVUEfqZQ6KA","1","af63ec4e-b3e7-4412-af3c-1e06b7c7d21b","TZA","L22",0,1668571.44,75000,0,0,0,0,0,0,0,6000,1743571.44,75000,1668571.44,6000
"bW7iZTf8uW7","1","c2ea5319-61b3-47fd-aa36-3cec5d275103","RWA","L01",0,312428.58,0,0,0,0,27000,0,0,0,0,339428.58,27000,312428.58,0
"bW7iZTf8uW7","2","e7ea91e7-78e9-4f7e-8b2a-42178a92b086","RWA","L01",0,399000,30800,4000,0,0,33000,1500,0,0,0,466800,67800,399000,1500
"BwcbgH6pxh9","1","22d4d09e-2d15-4416-abaf-b8d945ad1554","GHA","L06",9385.7148,0,0,5305,0,0,148,0,0,0,100,14838.7148,5453,9385.7148,100
"BXfxdbawNd8","1","ba480718-306c-4752-8868-a1c12892f761","TZA","L11",0,0,175000,0,0,0,0,0,0,4000,0,175000,175000,0,4000
"c2cooWnTEh2","1","154f5a32-80d6-4356-beba-572308377059","RWA","L06",0,504000,0,0,0,0,0,0,8000,0,0,504000,0,504000,8000
"c2cooWnTEh2","2","bcbac06a-b972-48cc-98bd-1da68e144851","RWA","L06",0,469285.74,0,0,0,0,24000,0,0,0,0,493285.74,24000,469285.74,0
"C3b2zHKsNU3","1","28cf750d-2487-43fa-a633-aeca5b9c8e7e","RWA","L07",0,985500,0,0,0,0,0,9100,0,0,0,985500,0,985500,9100
"c4ZGhkt4uq2","1","af8d0924-ca50-4288-8bc0-27fa9c345809","GHA","L06",0,0,1320,1320,0,0,0,0,0,0,286,2640,2640,0,286
"C56aeDFWPa7","1","a53e727f-5d6c-4263-b169-4c2127fb155a","RWA","L07",0,0,45750,0,0,0,0,1850,0,3550,600,45750,45750,0,6000
"C7yu9JZpZ96","1","eb7783c9-c381-4f4e-9252-2c566e981965","GHA","L03",0,0,1790,0,0,0,250,184,0,0,2400,2040,2040,0,2584
"c8oh3AnL1P","1","638e937b-64dc-47b1-a28a-62d41a3ffb05","UGA","L02",521428.6,0,0,67500,0,0,0,0,17000,0,0,588928.6,67500,521428.6,17000
"CGeuGzTDPV5","1","cefb6515-e4dd-43d8-8263-c167750cbc53","RWA","L06",0,219000,0,144000,0,0,225000,0,0,0,0,588000,369000,219000,0
"CGeuGzTDPV5","2","c5794234-ca77-4dd7-a4c7-2cf485f2b0f4","RWA","L06",0,0,121200,23200,0,0,0,0,0,0,0,144400,144400,0,0
"ciQdXdUfHV6","1","2029d878-9498-421a-94ae-2980be2ede4b","TZA","L20",0,5475000,15000,0,0,0,0,2500,0,0,0,5490000,15000,5475000,2500
"ckvwCyqWX59","1","37aae3ed-f12c-42b6-9cb9-93873746d76c","TZA","L11",2607143,0,0,38000,0,0,0,28500,0,0,3000,2645143,38000,2607143,31500
"CLcgNTsm4y7","1","4b4d579e-98bf-45a5-b3e6-95203a8a3b7d","UGA","L03",1241428.6,0,3575000,1260000,0,0,210000,342000,0,0,110000,6286428.6,5045000,1241428.6,452000
"CnNmmWuhuE4","1","769b832b-d4c5-444c-a826-a7b7d775378e","TZA","L11",0,0,112000,0,0,0,0,0,0,0,0,112000,112000,0,0
"CnrK9APvaT4","1","f94c3618-15d5-4d07-9cfb-3f7403c969ac","RWA","L07",0,104285.72,0,0,0,0,0,5200,5000,0,0,104285.72,0,104285.72,10200
"cQsxahQ8sm8","1","69e932e4-6e55-414c-a6d1-9ddfded57783","RWA","L07",0,255500,6500,0,0,0,15000,6840,0,0,0,277000,21500,255500,6840
"CR6uc2DJjF2","1","c0a4176b-57e2-4e35-a929-2c869d1d7fb2","UGA","L01",0,0,157500,0,0,0,45000,0,0,0,0,202500,202500,0,0
"cSN6zpcALp9","1","0b4ba387-4aac-4dd6-9e67-939a54202e75","GHA","L02",10428.572,0,4100,0,0,0,15,200,0,360,261,14543.572,4115,10428.572,821
"CTRQQXCQTVB","1","c927b1a5-9513-4725-9e18-2ac1e2d53685","GHA","L06",600,960,2120,500,0,0,295,0,0,0,199,4475,2915,1560,199
"CTRQQXCQTVB","1","1eab8449-331c-4873-ae73-f396a2ce467b","GHA","L06",600,960,2120,500,0,0,295,0,0,0,199,4475,2915,1560,199
"cTxbn5tVsdA","1","78a16dfa-c228-4f37-82e3-ed17502d3f7b","UGA","L07",782142.9,0,0,0,0,0,0,29000,0,0,0,782142.9,0,782142.9,29000
"cuVuG6WmhC5","1","d506f4fe-85a2-44b7-bb85-169b5cf7fc89","RWA","L04",0,120000,0,0,560,0,46000,7900,0,0,0,166560,46560,120000,7900
"CW2n61MumoA","1","a750c1a6-8a97-4431-b0d1-a8188f88def5","UGA","L04",0,0,70000,0,0,0,0,140000,0,0,24000,70000,70000,0,164000
"CxdDadFVXS7","1","f78a2d3b-5474-46b9-a882-2ed7af2bb257","RWA","L01",0,0,16400,0,3000,0,47000,0,0,0,0,66400,66400,0,0
"CxdDadFVXS7","2","78792bcd-f6f4-4849-921b-b47d556d6110","RWA","L01",0,315000,204000,192000,0,0,27500,28100,0,0,0,738500,423500,315000,28100
"CxMdVRz4Fo","1","eda27b5e-c233-4934-b200-bef87d36780f","GHA","L04",21642.858,6300,1930,0,0,0,105,40,0,0,0,29977.858,2035,27942.858,40
"cZWWUyRwuTA","1","d832a557-e0c0-45f1-831f-843d344a47cf","RWA","L01",0,420000,12000,0,0,0,206000,2600,0,950,0,638000,218000,420000,3550
"cZWWUyRwuTA","2","2558c74e-378c-41b8-8bf2-0a9478eed5ce","RWA","L01",0,360000,191000,188200,0,0,150000,24500,0,1785,0,889200,529200,360000,26285
"D3dra7efrt6","1","c4d457a3-8d66-49bb-9402-3c4d7928aa81","UGA","L01",260714.3,120000,0,0,0,0,15000,0,0,0,0,395714.3,15000,380714.3,0
"D3k4R1hEUdA","1","4ad1485d-3e39-4b49-ad16-2ec9b12b8eb0","UGA","L02",260714.3,0,0,10000,1500,0,45000,30200,0,0,0,317214.3,56500,260714.3,30200
"d4TMBLeBJr2","1","038903fa-666f-4e8c-a7b2-37884ad8b64a","GHA","L02",0,0,2770,0,0,0,25,180,0,0,231,2795,2795,0,411
"d77n4FzyP99","1","72c1b50f-b926-449c-8d64-8f92b3661a9f","RWA","L02",521428.6,0,111600,0,0,0,120000,19200,5000,2000,1500,753028.6,231600,521428.6,27700
"DEfS8gcomk3","1","03821c3f-f3ef-4d99-be85-74a2b72b2b97","RWA","L02",0,255500,0,2000,0,0,12000,0,0,0,0,269500,14000,255500,0
"dFX9VzkXhCA","1","7eba46de-548d-4ba2-9341-719b5e04b7de","TZA","L03",0,0,90000,0,0,0,0,0,0,0,0,90000,90000,0,0
"dmUnjxva8t4","1","152b9029-07ba-4bb2-87ee-5616b72cbdb6","UGA","L06",0,3240000,210000,0,0,0,0,20000,0,0,60000,3450000,210000,3240000,80000
"dQNLmp8vbx7","1","9465203f-7007-45d4-9ee3-69772289f9a9","GHA","L01",782.1429,0,0,0,0,0,0,0,0,0,24,782.1429,0,782.1429,24
"DRwp2xk3gPB","1","6c1e3381-1f96-4835-9fe7-9d38dd04eefd","RWA","L03",0,0,287000,0,0,0,0,3950,0,0,0,287000,287000,0,3950
"dSafpBy1bV9","1","d141c054-6761-4ee8-9eb4-ac91e0e5596c","GHA","L04",5214.286,0,100,0,0,0,0,0,0,0,30,5314.286,100,5214.286,30
"dtBzhqj3kQA","1","41cba1d7-2ea1-4f3e-a5da-e9ba1efe4b79","TZA","L10",0,0,0,0,3000,0,20000,0,0,0,10000,23000,23000,0,10000
"DUyLNfXcu24","1","7fd28292-37cb-49fe-9935-df8bd04c5f3a","UGA","L01",0,5652500.1,0,0,0,0,0,0,0,0,0,5652500.1,0,5652500.1,0
"dVN9QRTY6b4","1","1642398d-54e6-4e3d-a229-07c620e182e3","RWA","L06",0,0,0,0,0,0,0,3600,1500,0,0,0,0,0,5100
"dVN9QRTY6b4","2","1a60e632-fa13-4ef1-84ef-b6715aa4e462","RWA","L06",0,365000,89000,80000,0,30000,0,0,0,0,0,564000,199000,365000,0
"dVULAjf4W89","1","48949658-e262-40f9-96f7-cce0c97517d2","GHA","L01",0,0,0,0,0,0,60,25,0,0,96,60,60,0,121
"dVULAjf4W89","1","5c0a03bf-3953-4213-849c-0e4b98de8c6e","GHA","L01",0,0,0,0,0,0,60,25,0,0,96,60,60,0,121
"Dw3Ud994KTB","1","4cbc8024-6852-4465-95fd-fc683a87cd94","UGA","L04",0,3650000,384000,0,0,0,0,44800,0,0,8000,4034000,384000,3650000,52800
"dWWPvz9La34","1","6c19cb30-4b9d-47cd-8058-daa303539bd2","GHA","L03",0,0,1200,0,0,0,0,0,0,0,168,1200,1200,0,168
"DybB4C7m1V6","1","33c8f0a5-a2ab-4023-bb9e-ea740abf5180","RWA","L03",0,180000,10000,52000,0,0,28000,0,0,0,0,270000,90000,180000,0
"dyd2EZBuR66","1","a41d34eb-5f61-41eb-ab65-b66a1ee1a8e8","TZA","L18",0,0,5e+05,0,0,0,120000,28000,0,0,15000,620000,620000,0,43000
"e2RyT8u9Vs5","1","ec43981f-6be3-4ead-9bc5-3088d38ff2e3","RWA","L01",0,252000,0,0,0,0,2e+05,23000,0,0,0,452000,2e+05,252000,23000
"e2RyT8u9Vs5","2","17518e9d-c8ab-4942-874f-60d52645dd55","RWA","L01",0,180000,0,0,3000,0,0,16400,0,0,0,183000,3000,180000,16400
"E3EGXT3BJS5","1","0942e4d3-cec5-487a-9984-33833ae003ca","GHA","L06",1042.8572,0,960,0,0,0,400,0,0,0,60,2402.8572,1360,1042.8572,60
"e3YsHqYkYK6","1","7ede53f7-2560-4c92-8b44-2b7ce8d6ce6d","RWA","L06",0,0,2500,0,0,27000,15000,0,0,0,0,44500,44500,0,0
"e3YsHqYkYK6","2","8b22f19b-fcff-4bcd-be14-4886f89d57ba","RWA","L06",0,0,4000,0,6000,35000,0,5600,0,0,0,45000,45000,0,5600
"e4zTqWoHTi","1","2c4c8d0e-aaff-4598-a514-377aff2c8330","GHA","L01",0,0,4800,0,0,0,190,0,0,0,0,4990,4990,0,0
"e7KZhetzbx","1","bc4aca70-4f78-4787-a4dd-4b72b8f8cbe1","TZA","L03",0,0,250000,0,0,0,27000,180000,0,0,10000,277000,277000,0,190000
"E9xodbJqWb8","1","17bc1c20-8ed8-451c-b4ff-d24840cf98e9","UGA","L07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ea6XKQhZyd3","1","0bc6fd3d-ea5a-4be7-8dd9-ac79f4272fe8","UGA","L02",0,0,40000,1645000,0,0,450000,15000,0,0,0,2135000,2135000,0,15000
"EAdeyuGhu85","1","7f3b5b14-632a-499e-95f4-e7bbc9250767","GHA","L01",10428.572,0,0,0,0,0,0,0,0,60,24,10428.572,0,10428.572,84
"eaQik5x8C35","1","ef16e22f-b538-4af7-8da3-e274306b72ac","GHA","L03",0,0,1450,0,0,0,0,0,0,0,572,1450,1450,0,572
"eBi2TWWBfPA","1","a0cb9b4d-afc6-4a38-8775-ea01bdda9b37","TZA","L11",0,0,0,0,12000,0,0,0,0,55000,0,12000,12000,0,55000
"EhEwHyqcgE7","1","d1ce23c5-28de-4021-8038-44348d100196","TZA","L20",0,0,585000,0,0,0,0,0,0,0,10000,585000,585000,0,10000
"EhXFcHgzLr8","1","2e3941be-b4d1-494c-9129-e8f058d30272","RWA","L07",0,0,15000,22000,0,0,150000,0,0,0,0,187000,187000,0,0
"EJpjhf8ixG7","1","ab42c450-afff-446f-aae2-261d1ecce40b","RWA","L04",0,120000,0,1500,0,0,15000,9360,0,0,0,136500,16500,120000,9360
"EmjTzkKPcK4","1","cc5fbde8-1aa7-4b1e-8c38-6de1a72deb2b","GHA","L01",0,0,0,0,0,0,6000,100,0,700,780,6000,6000,0,1580
"EnufChhcvN6","1","21251732-6515-4103-b632-108e16e437a7","TZA","L20",0,0,3e+05,0,0,0,30000,0,0,0,9000,330000,330000,0,9000
"EQM92niTjw","1","0d385456-c1f9-4e0c-935a-87e71fb27b1b","UGA","L07",0,0,60500,0,0,0,30000,30000,0,0,0,90500,90500,0,30000
"EQUQxBxxA28","1","9ffcef43-64cd-417b-94ab-5c05f3abe5cf","UGA","L01",417142.88,14240000,0,0,0,0,40000,0,0,0,0,14697142.88,40000,14657142.88,0
"ERzfUDJvVr5","1","1ca3a17e-c5ac-447d-8465-5be9d56c1fca","TZA","L11",0,0,160000,0,0,0,1e+05,0,0,30000,1500,260000,260000,0,31500
"eSXVTUZDKD3","1","44a6c4e0-2c0c-4fca-bcf8-4b34a772f0c4","RWA","L03",0,384000,452500,0,0,0,45000,8600,0,0,0,881500,497500,384000,8600
"ev9j4bGtBTB","1","ee9ef14e-7e09-412a-9454-93eb2c340788","GHA","L04",0,0,755,0,0,0,250,120,0,0,440,1005,1005,0,560
"eVbuv11Jya9","1","378d2e94-bdd9-4d12-85d0-4e167f9517f7","RWA","L01",0,0,19200,45300,12000,0,207500,0,0,0,0,284000,284000,0,0
"eVbuv11Jya9","2","f712388a-1ee8-4056-b31b-859d5fc4e656","RWA","L01",0,0,248000,15000,0,0,0,1200,0,0,0,263000,263000,0,1200
"EXzXQD4FSm3","1","26a9f3dc-4a1e-4c4d-b382-70e6c7fa8b0f","RWA","L03",0,0,13000,0,0,0,0,5850,0,0,0,13000,13000,0,5850
"eYyzj3xgGn8","1","ca5dfa4b-df14-4a21-a08d-097a9528f20e","GHA","L06",1560,0,1200,0,0,0,0,0,0,0,60,2760,1200,1560,60
"eZcn1r4ZHQA","1","96a291b3-d997-4802-b661-eff605004f37","UGA","L07",0,4200000,45,0,0,0,0,21000,0,0,0,4200045,45,4200000,21000
"eze6AQDVxQ4","1","e658c15d-adfa-4128-978e-5f0aa6914a5a","GHA","L04",7821.429,36500,1915,2120,0,580,0,0,50,0,600,48936.429,4615,44321.429,650
"f52oa28ri63","1","08ec3846-69ed-404c-ad1d-276531fd9243","UGA","L06",0,2555000,266000,0,0,0,230000,23800,0,0,11000,3051000,496000,2555000,34800
"F6gmnrrGL93","1","2e8628e0-9997-4aca-8894-0bab24984d16","UGA","L01",365000.02,0,250000,0,0,0,0,71000,0,0,0,615000.02,250000,365000.02,71000
"FcfWcnPR1A6","1","bc0ade71-e237-4410-82ba-471457bc560f","GHA","L01",0,0,60,0,0,0,0,34,0,140,24,60,60,0,198
"FEggU1cWz95","1","e9fe6c8c-b45c-4ca1-9129-c2e799349f47","GHA","L05",10950.0006,0,2750,2750,0,0,0,0,0,0,3240,16450.0006,5500,10950.0006,3240
"fHLhUbHi259","1","98325d63-1945-4ca8-9c53-4cd633196d57","RWA","L02",0,1680000,20000,0,0,0,40000,35000,5000,0,1000,1740000,60000,1680000,41000
"fiLpRcMBzoA","1","baab43c7-2223-4e74-ab4a-7be4d6d1441a","RWA","L06",0,876000,0,6000,1000,0,0,3200,0,410,0,883000,7000,876000,3610
"fiLpRcMBzoA","2","46355da8-4e53-4176-a7b5-82a891f7dd30","RWA","L06",0,511000,0,0,0,0,0,2200,0,770,0,511000,0,511000,2970
"FiycRUoeZh","1","39b155c3-7bef-4477-99c1-391f9b85227f","UGA","L07",0,1440000,30000,40000,0,0,1162000,5000,0,0,0,2672000,1232000,1440000,5000
"fkisAfkhBS2","1","b6356a9b-7543-424d-a80b-06984436dfc7","GHA","L02",360,0,120,0,0,0,2400,0,0,0,72,2880,2520,360,72
"fKYGZhSCHi5","1","6ff8a60a-252a-4fbb-a67f-f0f7a2cae1ff","TZA","L18",0,0,32500,0,45000,0,0,0,0,0,15000,77500,77500,0,15000
"fL32p1TYNb8","1","f3066c44-20cf-499e-bf40-83e0ab91e833","RWA","L03",240000,464071.44,90000,160000,0,0,28000,0,0,0,0,982071.44,278000,704071.44,0
"fMF9APviXm9","1","21ab8806-9942-4ab1-b1c7-57474e21025a","TZA","L11",0,0,2400000,17500,0,0,0,120000,0,70000,6000,2417500,2417500,0,196000
"FnGwGBNbLj6","1","6fc9c33c-60f7-4459-b7e9-15bf01e4f721","UGA","L06",0,0,2222000,985500,0,0,2370000,190000,0,0,45000,5577500,5577500,0,235000
"fqBewDc4e89","1","ddda0c2c-d650-4c8d-af68-4a258c5a87f8","UGA","L01",120000,3180714.4,0,0,0,0,0,0,0,0,0,3300714.4,0,3300714.4,0
"fSLig1NkSU7","1","e359f848-a11f-4aa3-a9df-575b096e8d54","RWA","L01",0,700800,15000,2740,0,0,0,2050,0,0,0,718540,17740,700800,2050
"fSLig1NkSU7","2","99a31178-e404-4866-8637-3b4306e6ef21","RWA","L01",0,120000,0,3500,0,0,0,1700,0,0,0,123500,3500,120000,1700
"fss8vTYFEz2","1","a184d586-9dfa-44b7-bef8-818a29dd1303","TZA","L22",0,0,350000,0,0,0,180000,0,0,0,0,530000,530000,0,0
"FtidgPbhow5","1","56bfb170-965c-4906-9a9d-38e2c39b63b1","RWA","L02",0,4692857.4,0,0,0,0,0,6600,0,0,0,4692857.4,0,4692857.4,6600
"fUSEvjoZCe","1","597b2140-d225-4376-bd01-68687de4c470","TZA","L19",0,1560000,0,0,1200,0,19000,0,0,0,0,1580200,20200,1560000,0
"fUwjdZnv1x2","1","7ae604f9-90e9-4f4a-b37c-b962b6e12fa1","UGA","L06",1800000,0,405000,0,0,0,2e+05,0,0,0,8000,2405000,605000,1800000,8000
"fvoTDbKYuW5","1","d8617376-83b3-4a70-95f1-793f75e2c627","UGA","L03",0,0,0,275000,0,0,0,0,0,0,0,275000,275000,0,0
"fxSB64jdaSA","1","d6b15147-785a-4925-9dde-9674d1c5b436","TZA","L22",0,0,30000,0,0,0,18000,0,0,0,0,48000,48000,0,0
"fYfZbzp5Nv8","1","1027058c-72d9-4200-b714-fc4e332d6bf4","UGA","L02",521428.6,0,0,1115000,13000,0,905000,3000,0,0,0,2554428.6,2033000,521428.6,3000
"FYM9NczMwv9","1","670a1ab4-5798-49f5-9194-853f3ceda0e2","GHA","L05",840,1564.2858,0,0,0,0,0,0,0,0,0,2404.2858,0,2404.2858,0
"fyW9nSiREpA","1","ee9ae9a0-29bd-4d65-83ad-b659cb8d2df9","GHA","L05",0,0,180,360,0,0,0,0,0,0,525,540,540,0,525
"fzVneyP9Mg7","1","98333be3-3eea-4b84-be18-5c4fb345f974","RWA","L04",0,723785.75,0,0,0,0,0,600,0,0,0,723785.75,0,723785.75,600
"g2ZqebmF5z8","1","2dee07c2-a13e-476a-8746-6b031964579f","TZA","L10",0,787500,0,0,0,0,0,2000,0,0,0,787500,0,787500,2000
"G8pqkT9RvZB","1","b49ee4e0-16ab-452f-8868-3e58d4ddf04a","TZA","L20",0,1825000,0,0,0,0,1880000,8000,0,0,0,3705000,1880000,1825000,8000
"GAwYHaSgWn8","1","67c3f510-c701-4a5c-a2f7-66c46b96cce4","GHA","L06",2085.7144,0,1620,0,0,0,240,680,0,0,360,3945.7144,1860,2085.7144,1040
"GBGa6M3rbd3","1","bbfc97c5-97f1-4920-ab7b-b6339cb17ea0","RWA","L01",0,219000,69200,29400,0,0,50000,0,0,0,0,367600,148600,219000,0
"GBGa6M3rbd3","2","287e713c-6532-4209-962a-6edcfac9e59d","RWA","L01",0,219000,3500,1500,0,0,0,6400,0,0,0,224000,5000,219000,6400
"Gc14tmsJ7A3","1","d24c4993-d93d-48af-a0fd-1902de029171","TZA","L10",0,0,0,0,5250,0,40000,0,0,0,4000,45250,45250,0,4000
"GDXUCUdQZB6","1","cca38534-be3b-4ce3-9ea1-b66a1caf13c6","GHA","L03",0,0,500,0,0,0,30,200,0,0,30,530,530,0,230
"GEgBv7HAf68","1","af418958-9529-49ae-a2c5-12f1841d23b0","GHA","L01",0,0,4800,0,0,0,350,100,0,0,0,5150,5150,0,100
"gEi4dQZTGjA","1","42d53297-db95-483b-ba78-54fb87b67794","GHA","L02",0,390,11580,8030,0,0,-500,0,0,0,135,19500,19110,390,135
"GEpVmB1chZ","1","27f7522d-7cde-4df5-94ca-eaf74142d0a2","UGA","L04",104285.72,0,0,0,0,0,0,15000,0,0,0,104285.72,0,104285.72,15000
"gggGZ6AgZ6A","1","6a70ab67-e1d0-4bc3-a4d1-e33899aca809","GHA","L05",0,0,2490,1800,0,0,0,0,0,0,0,4290,4290,0,0
"ggHPuVorAC2","1","7d92f039-9b9e-4d90-90e1-95d8986c8151","UGA","L07",60000,0,45000,0,0,0,0,0,0,0,0,105000,45000,60000,0
"GJymWVjaQVB","1","6737cb7e-730d-4b81-9a65-cb4620c60d3a","RWA","L04",0,0,0,0,90000,0,269000,19400,0,0,0,359000,359000,0,19400
"GLaBCfmRHT9","1","682173ef-b5a5-4a62-9961-b76855a5a6cb","GHA","L02",0,0,880,0,0,0,0,0,0,0,210,880,880,0,210
"go6Ch5Km3k7","1","d6f5fccf-36c6-484c-80e1-d41cc8c6dffe","GHA","L02",0,0,4850,0,0,0,0,0,0,0,28,4850,4850,0,28
"Goj6tydZtp2","1","924c881d-2e4b-45c3-820e-4433d041ae43","TZA","L03",0,0,0,0,0,0,0,270000,0,0,5000,0,0,0,275000
"GPDYh6MvUT3","1","ae958ef9-c405-4b48-bdcd-3d95e657096d","UGA","L04",0,7821429,177000,0,0,0,80000,0,0,0,14000,8078429,257000,7821429,14000
"GPMVX5tyrx4","1","45629a84-cb38-49dc-bf4b-3af2fbffc5fc","GHA","L03",0,0,1800,0,0,0,0,30,0,0,138,1800,1800,0,168
"gpPmZSQZXY5","1","5d9ae09b-dae2-4596-908c-d792d7088bd8","TZA","L19",0,7821429,0,0,49200,0,0,0,0,0,0,7870629,49200,7821429,0
"Gr3yWAqnod7","1","ed6417ae-e7d3-4604-9d8e-a08c6163aced","UGA","L06",240000,0,1737840,0,0,0,430000,0,0,0,16000,2407840,2167840,240000,16000
"gRQgL3UsPb6","1","38b679e3-7705-47eb-ae82-efee72063148","GHA","L04",NA,NA,2512,2513,0,1600,490,60,0,0,186,7115,7115,0,246
"gtdvY5R76A5","1","da3e7bed-56e9-49c9-b076-d7e256710461","RWA","L04",0,372857.16,0,7000,10000,0,0,1000,0,0,0,389857.16,17000,372857.16,1000
"gUGmee9jeJA","1","4ed3ea32-935a-45a6-9b2f-ac7d182e34e2","TZA","L11",0,0,245000,0,0,0,30000,16000,0,60000,3000,275000,275000,0,79000
"gULVGjZq1b6","1","270180ee-dd9e-41f4-ae55-db0907678378","TZA","L10",0,0,280000,0,0,0,0,0,0,0,0,280000,280000,0,0
"GuUwLgiijo2","1","b555d009-9d97-4d26-b1b1-79549a64738e","UGA","L02",0,0,0,6e+05,0,0,0,0,0,0,0,6e+05,6e+05,0,0
"GV2SBh2drm7","1","b1686034-e293-4984-ada1-76c0f969b522","TZA","L19",0,1596000,560000,0,16000,0,10000,0,0,0,13000,2182000,586000,1596000,13000
"gVnZfUnJ4V","1","83c2e609-8b30-4b4d-8054-d440a4af617d","UGA","L01",0,0,397500,0,3000,0,340000,70500,0,0,0,740500,740500,0,70500
"gvW2UAieds2","1","74bfb0b5-fd45-4f3c-891b-9ae9b49d96fc","RWA","L01",0,0,39750,0,0,0,180000,4950,0,780,0,219750,219750,0,5730
"gvW2UAieds2","2","ae8ecc0d-8692-46ab-b66b-b59c1a5eb12f","RWA","L01",0,0,22400,0,0,0,0,0,0,0,400,22400,22400,0,400
"GwMi53segV4","1","988047de-a77e-4e79-b4ed-1df4a6b0d095","UGA","L02",0,0,0,265000,10000,0,1072000,12000,0,0,6000,1347000,1347000,0,18000
"GZButysJgS4","1","d24cc455-06ba-4297-ab98-1097bff5c768","TZA","L18",0,0,0,0,0,0,0,32000,0,0,666000,0,0,0,698000
"h2NJwtqVTd2","1","ead55c8b-9d32-417a-ae8b-65d42067bd10","UGA","L06",0,0,930000,880000,0,0,102500,70500,0,0,23500,1912500,1912500,0,94000
"H4YdiXt5cz3","1","189630a0-dc7b-4031-9b7f-733a89e79c46","RWA","L06",0,0,4500,4500,0,36000,26100,0,0,0,0,71100,71100,0,0
"H4YdiXt5cz3","2","5543b0da-7758-4d40-8ad9-dec6f8721ec8","RWA","L06",0,125142.864,10200,15000,0,0,0,0,0,0,400,150342.864,25200,125142.864,400
"h5hVCQ5GHc2","1","072ec22e-59f6-4b28-bb02-810169d8501d","UGA","L03",0,0,475000,240000,672000,0,150000,50000,0,0,0,1537000,1537000,0,50000
"h7GgmuPVUH3","1","8afc71b6-144a-4458-b0dd-a872defb6f2f","GHA","L06",972,0,0,0,0,0,0,0,0,0,20,972,0,972,20
"h9yzMoqrEr7","1","f1ebb138-9b1f-4ed4-bc53-0f93c4953187","GHA","L02",0,0,1250,0,0,0,0,0,0,0,63,1250,1250,0,63
"HbRbhAKMLv3","1","9709b590-7821-4cf3-8a21-6cb6880d8d0a","RWA","L06",12000,0,170000,160000,0,0,0,0,0,0,0,342000,330000,12000,0
"HbRbhAKMLv3","2","6f59bbf1-d5fe-40ae-a3e8-5cc33ccd52da","RWA","L06",0,0,70000,0,0,29000,0,0,0,0,0,99000,99000,0,0
"hfEUg9n1AW4","1","487a344c-242a-424e-a18c-72fc38fd9e39","TZA","L03",0,1042857.2,0,0,0,0,54000,40000,0,0,1000,1096857.2,54000,1042857.2,41000
"hFv6mHJEwd5","1","b109f1ec-f9af-4fa5-a964-885bb4091b82","UGA","L06",182500.01,0,1583250,0,0,0,260000,0,0,0,60000,2025750.01,1843250,182500.01,60000
"HGnHsWKAkp3","1","fc63705f-b332-4b3f-9d1a-7cef78361ea1","TZA","L18",0,0,0,0,0,0,1590000,15000,0,0,0,1590000,1590000,0,15000
"hiJdT15von9","1","f25435a4-50d6-4a1b-84c4-9e8665456619","UGA","L02",0,2920000,0,10000,12000,0,0,36400,0,0,0,2942000,22000,2920000,36400
"HJ9K9FonFCA","1","927f116b-62d9-4b0f-aace-4c9bbd7c0ee7","GHA","L04",0,0,848,2544,0,0,0,0,0,0,468,3392,3392,0,468
"HK4BRArXjD6","1","07fc098f-2a4a-42d8-802d-533fe7269a2c","GHA","L02",0,0,5180,0,0,0,558,0,0,210,534,5738,5738,0,744
"HLCLDYcEQF2","1","911a1768-fa8a-4231-ae73-e5e49eec45dc","UGA","L03",0,0,120000,120000,56000,-5100,30000,0,0,0,0,320900,320900,0,0
"hnZo2CxSp92","1","86856e04-8659-4f04-aebc-d319d3f8623b","UGA","L04",1200000,0,571000,0,0,0,190000,53000,0,0,78000,1961000,761000,1200000,131000
"HPHgA99tPJA","1","4cefef81-4774-49ae-ac74-7bcd963ed1d9","TZA","L20",0,10950000,1300000,0,0,0,240000,60000,0,0,0,12490000,1540000,10950000,60000
